65700.	0.	65700.	0.000069398099999999995446	0.	-60.029299999999999216	0.	0.77200004772748798132
65701.	0.	65701.	0.000069367899999999996989	0.	-60.073199999999999932	0.	1.0260000476846471429
65702.	0.	65702.	0.000069465299999999993719	0.	-60.122700000000001808	0.	1.2840000477153807879
65703.	0.	65703.	0.000069327599999999996714	0.	-60.073199999999999932	0.	1.5490000477293506265
65704.	0.	65704.	0.000069488799999999997814	0.	-60.089700000000000557	0.	1.8100000476697459817
65704.	0.	65705.	0.000069394799999999994986	0.	-60.018300000000003536	0.	2.0720000476576387882
65706.	0.	65706.	0.000069424999999999993444	0.	-60.029299999999999216	0.	2.3330000477144494653
65707.	0.	65707.	0.000069435000000000001818	0.	-60.100700000000003342	0.	2.5870000476716086268
65708.	0.	65708.	0.000069451799999999997998	0.	-60.089700000000000557	0.	2.8520000476855784655
65709.	0.	65709.	0.000069495500000000005728	0.	-60.073199999999999932	0.	3.1100000477163121104
65710.	0.	65710.	0.000069421599999999999541	0.	-60.133699999999997488	0.	3.3700000477256253362
65711.	0.	65711.	0.000069461899999999999816	0.	-60.073199999999999932	0.	3.6280000476399436593
65712.	0.	65712.	0.000069411499999999997723	0.	-60.073199999999999932	0.	3.8900000476278364658
65713.	0.	65713.	0.000069532399999999998548	0.	-60.122700000000001808	0.	4.1420000477228313685
65714.	0.	65714.	0.000069472000000000001633	0.	-60.111699999999999022	0.	4.3970000477274879813
65715.	0.	65715.	0.00006961969999999999346	0.	-60.062300000000000466	0.	4.6530000476632267237
65716.	0.	65716.	0.000069468599999999994178	0.	-60.111699999999999022	0.	4.9190000477246940136
65717.	0.	65717.	0.000069525700000000004186	0.	-60.155599999999999739	0.	5.1800000476650893688
65718.	0.	65718.	0.000069545800000000000825	0.	-60.100700000000003342	0.	5.4450000476790592074
65719.	0.	65719.	0.00006956930000000000492	0.	-60.073199999999999932	0.	5.7020000476622954011
65720.	0.	65720.	0.000069579400000000006738	0.	-60.062300000000000466	0.	5.9610000477405264974
65721.	0.	65721.	0.000069616299999999999557	0.	-60.111699999999999022	0.	6.2230000477284193039
65722.	0.	65722.	0.000069582699999999993645	0.	-60.073199999999999932	0.	6.4850000477163121104
65723.	0.	65723.	0.000069599500000000003377	0.	-60.111699999999999022	0.	6.739000047673471272
65724.	0.	65724.	0.000069596200000000002918	0.	-60.029299999999999216	0.	7.0030000476399436593
65725.	0.	65725.	0.000069599500000000003377	0.	-60.133699999999997488	0.	7.2540000476874411106
65726.	0.	65726.	0.000069639800000000003652	0.	-60.111699999999999022	0.	7.5150000476278364658
65727.	0.	65727.	0.00006962299999999999392	0.	-60.155599999999999739	0.	7.7700000476324930787
65728.	0.	65728.	0.00006967000000000000211	0.	-60.177599999999998204	0.	8.0300000476418063045
65729.	0.	65729.	0.000069612999999999999098	0.	-60.133699999999997488	0.	8.2900000476511195302
65729.	0.	65730.	0.000069559200000000003103	0.	-60.194099999999998829	0.	8.5490000477293506265
65731.	0.	65731.	0.000069676699999999996472	0.	-60.249000000000002331	0.	8.8080000476911664009
65732.	0.	65732.	0.000069801000000000004752	0.	-60.188600000000000989	0.	9.0660000477219000459
65733.	0.	65733.	0.000069757299999999997021	0.	-60.259999999999998011	0.	9.3160000477219000459
65734.	0.	65734.	0.000069636500000000003193	0.	-60.155599999999999739	0.	9.5730000477051362395
65735.	0.	65735.	0.000069750600000000002659	0.	-60.22710000000000008	0.	9.832000047666952014
65736.	0.	65736.	0.000069713699999999996287	0.	-60.188600000000000989	0.	10.094000047654844821
65737.	0.	65737.	0.000069837899999999997571	0.	-60.194099999999998829	0.	10.356000047642737627
65738.	0.	65738.	0.000069810999999999999574	0.	-60.177599999999998204	0.	10.61100004764739424
65739.	0.	65739.	0.000069794200000000003394	0.	-60.216099999999997294	0.	10.870000047725625336
65740.	0.	65740.	0.000069774100000000006754	0.	-60.237999999999999545	0.	11.131000047666020691
65741.	0.	65741.	0.000069831200000000003209	0.	-60.194099999999998829	0.	11.382000047713518143
65742.	0.	65742.	0.000069804300000000005211	0.	-60.205100000000001614	0.	11.644000047701410949
65743.	0.	65743.	0.000069857999999999994211	0.	-60.259999999999998011	0.	11.903000047663226724
65744.	0.	65744.	0.000069690200000000005745	0.	-60.237999999999999545	0.	12.156000047689303756
65745.	0.	65745.	0.000069854699999999993751	0.	-60.292999999999999261	0.	12.414000047720037401
65745.	0.	65746.	0.000069844600000000005486	0.	-60.205100000000001614	0.	12.675000047660432756
65747.	0.	65747.	0.000069948699999999996578	0.	-60.304000000000002046	0.	12.933000047691166401
65748.	0.	65748.	0.000069878199999999997846	0.	-60.144700000000000273	0.	13.185000047669745982
65749.	0.	65749.	0.000069857999999999994211	0.	-60.281999999999996476	0.	13.442000047652982175
65750.	0.	65750.	0.000069784199999999995019	0.	-60.309399999999996567	0.	13.689000047626905143
65751.	0.	65751.	0.000069951999999999997038	0.	-60.281999999999996476	0.	13.952000047662295401
65752.	0.	65752.	0.000069921799999999998581	0.	-60.281999999999996476	0.	14.210000047693029046
65753.	0.	65753.	0.000069938599999999994761	0.	-60.304000000000002046	0.	14.468000047723762691
65754.	0.	65754.	0.000069921799999999998581	0.	-60.309399999999996567	0.	14.721000047633424401
65755.	0.	65755.	0.000069915100000000004218	0.	-60.281999999999996476	0.	14.980000047711655498
65756.	0.	65756.	0.000069972200000000000673	0.	-60.331400000000002137	0.	15.230000047711655498
65757.	0.	65757.	0.00006994189999999999522	0.	-60.304000000000002046	0.	15.494000047678127885
65758.	0.	65758.	0.000070045999999999999865	0.	-60.281999999999996476	0.	15.748000047635287046
65759.	0.	65759.	0.00006996880000000000677	0.	-60.320399999999999352	0.	16.012000047718174756
65759.	0.	65760.	0.000070012399999999993952	0.	-60.304000000000002046	0.	16.27100004767999053
65761.	0.	65761.	0.00006996880000000000677	0.	-60.375399999999999068	0.	16.533000047667883337
65762.	0.	65762.	0.000070072899999999997862	0.	-60.331400000000002137	0.	16.788000047672539949
65763.	0.	65763.	0.000070079600000000005777	0.	-60.424799999999997624	0.	17.045000047655776143
65764.	0.	65764.	0.000070025900000000003225	0.	-60.397300000000001319	0.	17.305000047665089369
65765.	0.	65765.	0.000070217199999999995786	0.	-60.424799999999997624	0.	17.565000047674402595
65766.	0.	65766.	0.000070173599999999995052	0.	-60.386400000000001853	0.	17.817000047652982175
65767.	0.	65767.	0.000070123200000000006512	0.	-60.413800000000001944	0.	18.080000047688372433
65768.	0.	65768.	0.000070143399999999996594	0.	-60.490699999999996805	0.	18.34200004767626524
65769.	0.	65769.	0.00007010309999999999632	0.	-60.386400000000001853	0.	18.604000047664158046
65770.	0.	65770.	0.000070183600000000003426	0.	-60.424799999999997624	0.	18.863000047625973821
65771.	0.	65771.	0.000070186999999999997329	0.	-60.413800000000001944	0.	19.119000047678127885
