Fext	FextSD	Fgen	R	RSD	Theta	ThetaSD	X	XSD	Y	YSD	Time	Interval	Round
1.01011412500000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40069891230000010546e-004	0.00000000000000000000e+000	-3.61854881050000021236e-001	0.00000000000000000000e+000	5.98620109030987591903e-004	0.00000000000000000000e+000	-2.26590888437537497837e-004	0.00000000000000000000e+000	2.67999944742769002914e-001	1.00000000000000000000e+000	1.00000000000000000000e+000
1.01011425000000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40077865679999978392e-004	0.00000000000000000000e+000	-3.59925329690000017635e-001	0.00000000000000000000e+000	5.99063676607391256031e-004	0.00000000000000000000e+000	-2.25438207726860457940e-004	0.00000000000000000000e+000	3.75999944633804261684e-001	1.00000000000000000000e+000	1.00000000000000000000e+000
1.01011400000000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40064885369999946561e-004	0.00000000000000000000e+000	-3.59857022759999978234e-001	0.00000000000000000000e+000	5.99066925317130087938e-004	0.00000000000000000000e+000	-2.25392716108554087276e-004	0.00000000000000000000e+000	4.84999944688752293587e-001	1.00000000000000000000e+000	1.00000000000000000000e+000
1.01011431250000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40040670990000030646e-004	0.00000000000000000000e+000	-3.60961854460000008959e-001	0.00000000000000000000e+000	5.98794884777546841496e-004	0.00000000000000000000e+000	-2.26045894644370516614e-004	0.00000000000000000000e+000	5.90999944717623293400e-001	1.00000000000000000000e+000	1.00000000000000000000e+000
1.01011425000000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40068377829999964578e-004	0.00000000000000000000e+000	-3.61366510390000006403e-001	0.00000000000000000000e+000	5.98729282324711345291e-004	0.00000000000000000000e+000	-2.26297977862957523567e-004	0.00000000000000000000e+000	6.99999944656156003475e-001	1.00000000000000000000e+000	1.00000000000000000000e+000
1.01011425000000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40063663010000051708e-004	0.00000000000000000000e+000	-3.60690295699999996515e-001	0.00000000000000000000e+000	5.98877760003146508531e-004	0.00000000000000000000e+000	-2.25891392663360576418e-004	0.00000000000000000000e+000	8.08999944711104035378e-001	1.00000000000000000000e+000	1.00000000000000000000e+000
1.01011431250000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40067853959999958843e-004	0.00000000000000000000e+000	-3.58926415439999979551e-001	0.00000000000000000000e+000	5.99279197408458808027e-004	0.00000000000000000000e+000	-2.24836165299164560897e-004	0.00000000000000000000e+000	9.17999944649636745453e-001	1.00000000000000000000e+000	1.00000000000000000000e+000
1.01011431250000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40067737550000046692e-004	0.00000000000000000000e+000	-3.59990209339999978067e-001	0.00000000000000000000e+000	5.99039570074919340212e-004	0.00000000000000000000e+000	-2.25473506507597326338e-004	0.00000000000000000000e+000	1.02999994473066180944e+000	1.00000000000000000000e+000	1.00000000000000000000e+000
1.01011425000000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40091602689999978996e-004	0.00000000000000000000e+000	-3.58011186119999991195e-001	0.00000000000000000000e+000	5.99506965994455408818e-004	0.00000000000000000000e+000	-2.24295915162036897357e-004	0.00000000000000000000e+000	1.13599994464311748743e+000	1.00000000000000000000e+000	1.00000000000000000000e+000
1.01011431250000000000e+006	0.00000000000000000000e+000	0.00000000000000000000e+000	6.40080426820000035829e-004	0.00000000000000000000e+000	-3.57447683810000027549e-001	0.00000000000000000000e+000	5.99622792596357428660e-004	0.00000000000000000000e+000	-2.23954145746443238681e-004	0.00000000000000000000e+000	1.24199994467198848724e+000	1.00000000000000000000e+000	1.00000000000000000000e+000
