Fext	FextSD	Fgen	R	RSD	Theta	ThetaSD	X	XSD	Y	YSD	Time	Interval	Round
1.01001418750000000000e+006	0.00000000000000000000e+000	1.01000000000000000000e+006	6.39010046139999992459e-004	0.00000000000000000000e+000	-2.92796522379999979435e-001	0.00000000000000000000e+000	6.11814071095456040762e-004	0.00000000000000000000e+000	-1.84438015271931355114e-004	0.00000000000000000000e+000	4.60858999938936904073e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
1.01001531250000000000e+006	0.00000000000000000000e+000	1.01000100000000000000e+006	6.39010570009999998194e-004	0.00000000000000000000e+000	-2.92622357609999994565e-001	0.00000000000000000000e+000	6.11846686021271998768e-004	0.00000000000000000000e+000	-1.84331607135868524514e-004	0.00000000000000000000e+000	4.61117999939015135169e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
1.01001625000000000000e+006	0.00000000000000000000e+000	1.01000200000000000000e+006	6.39000791120000050105e-004	0.00000000000000000000e+000	-2.94449448589999995818e-001	0.00000000000000000000e+000	6.11499516313346075554e-004	0.00000000000000000000e+000	-1.85446360440235600555e-004	0.00000000000000000000e+000	4.61371999938972294331e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
1.01001737500000000000e+006	0.00000000000000000000e+000	1.01000300000000000000e+006	6.39016914650000007921e-004	0.00000000000000000000e+000	-2.95192241670000021792e-001	0.00000000000000000000e+000	6.11377025484505318836e-004	0.00000000000000000000e+000	-1.85905217566704984364e-004	0.00000000000000000000e+000	4.61627999938908033073e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
1.01001806250000000000e+006	0.00000000000000000000e+000	1.01000400000000000000e+006	6.39028789009999948628e-004	0.00000000000000000000e+000	-2.96544611449999995223e-001	0.00000000000000000000e+000	6.11136409955090353398e-004	0.00000000000000000000e+000	-1.86735325021247132926e-004	0.00000000000000000000e+000	4.61885999938938766718e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
1.01001931250000000000e+006	0.00000000000000000000e+000	1.01000500000000000000e+006	6.39016798229999957032e-004	0.00000000000000000000e+000	-2.94837057590000006790e-001	0.00000000000000000000e+000	6.11442906096009114285e-004	0.00000000000000000000e+000	-1.85688020628654154847e-004	0.00000000000000000000e+000	4.62140999938943423331e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
1.01002031250000000000e+006	0.00000000000000000000e+000	1.01000600000000000000e+006	6.39050151220000011570e-004	0.00000000000000000000e+000	-2.93725430969999978803e-001	0.00000000000000000000e+000	6.11680868561992807306e-004	0.00000000000000000000e+000	-1.85017866190135806198e-004	0.00000000000000000000e+000	4.62396999938995577395e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
1.01002118750000000000e+006	0.00000000000000000000e+000	1.01000700000000000000e+006	6.39033562040000049573e-004	0.00000000000000000000e+000	-2.98274338249999992900e-001	0.00000000000000000000e+000	6.10817057050955691984e-004	0.00000000000000000000e+000	-1.87793546825071127303e-004	0.00000000000000000000e+000	4.62652999938931316137e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
1.01002237500000000000e+006	0.00000000000000000000e+000	1.01000800000000000000e+006	6.39068312009999990771e-004	0.00000000000000000000e+000	-2.93966203930000002931e-001	0.00000000000000000000e+000	6.11653685265065591783e-004	0.00000000000000000000e+000	-1.85170399138130930151e-004	0.00000000000000000000e+000	4.62911999939009547234e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
1.01002312500000000000e+006	0.00000000000000000000e+000	1.01000900000000000000e+006	6.39069068709999959545e-004	0.00000000000000000000e+000	-2.95094907279999985050e-001	0.00000000000000000000e+000	6.11445017236348373549e-004	0.00000000000000000000e+000	-1.85860876675830548593e-004	0.00000000000000000000e+000	4.63165999938966706395e+002	1.00000000000000000000e+000	7.00000000000000000000e+000
