Time	Theta
565.776	88.0928
565.872	88.09056
565.95	88.09159
566.028	88.09228999999999
566.121	88.092
566.199	88.09116999999999
566.277	88.09456
566.355	88.09248
566.433	88.08971
566.511	88.09093999999999
566.589	88.09418
566.667	88.09330999999999
566.745	88.09141
566.823	88.09155
566.901	88.09281
566.979	88.09396
567.073	88.09562
567.151	88.09421999999999
567.229	88.09639999999999
567.322	88.09589
567.4	88.09512
567.478	88.0966
567.572	88.09465999999999
567.65	88.09446
567.728	88.09425999999999
567.822	88.09535
567.9	88.09634
567.978	88.09421999999999
568.071	88.09419
568.149	88.09666
568.227	88.09595999999999
568.321	88.09515999999999
568.399	88.09669
568.477	88.09622999999999
568.57	88.09539
568.648	88.09622999999999
568.726	88.09751
568.82	88.09590999999999
568.898	88.09647
568.976	88.09861
569.069	88.09877999999999
569.147	88.09724
569.225	88.09814
569.319	88.0971
569.397	88.09854
569.475	88.09722
569.569	88.09899999999999
569.647	88.09859999999999
569.725	88.09638
569.803	88.09720999999999
569.881	88.09616
569.959	88.09716999999999
570.052	88.09589
570.13	88.09667999999999
570.208	88.09629
570.302	88.09612
570.38	88.09749
570.458	88.09805
570.536	88.09719
570.614	88.09818
570.692	88.09693999999999
570.785	88.09679999999999
570.863	88.09661999999999
570.941	88.09763
571.035	88.09943
571.113	88.09858999999999
571.191	88.09665
571.285	88.09714
571.363	88.09894999999999
571.441	88.09834
571.534	88.09844
571.612	88.09782
571.69	88.09827999999999
571.784	88.09908999999999
571.862	88.09772
571.94	88.09837999999999
572.018	88.09746
572.096	88.09715
572.174	88.09831
572.267	88.09890999999999
572.345	88.09746
572.423	88.09722
572.501	88.09889
572.579	88.09764
572.657	88.10009
572.751	88.09809
572.829	88.09967999999999
572.907	88.09934
573.001	88.10029999999999
573.079	88.09928
573.157	88.09792999999999
573.25	88.09622999999999
573.328	88.09611
573.406	88.09809
573.5	88.10072
573.578	88.09854
573.656	88.09827999999999
573.749	88.09839
573.827	88.09836999999999
573.905	88.09589
573.999	88.09733
574.077	88.09635
574.155	88.09891999999999
574.233	88.09885999999999
574.311	88.09783999999999
574.389	88.09921
574.467	88.09846999999999
574.545	88.09898
574.623	88.09804
574.701	88.09861
574.779	88.10171
574.857	88.09957
574.935	88.09922999999999
575.013	88.09998999999999
575.091	88.10195999999999
575.169	88.10158
575.247	88.10088999999999
575.325	88.10087999999999
575.403	88.09993999999999
575.481	88.10042999999999
575.559	88.09935999999999
575.652	88.09979
575.73	88.09930999999999
575.808	88.09921999999999
575.902	88.09952
575.98	88.10013
576.058	88.10002999999999
576.152	88.09879
576.23	88.09899
576.308	88.09994999999999
576.401	88.10002999999999
576.479	88.09872
576.557	88.10077
576.635	88.09985999999999
576.713	88.09756999999999
576.791	88.09976999999999
576.869	88.10032
576.947	88.10015
577.025	88.09836999999999
577.119	88.10067
577.197	88.10069
577.275	88.09985999999999
577.353	88.10185
577.431	88.10176999999999
577.509	88.10246
577.587	88.1005
577.665	88.10079999999999
577.743	88.10262999999999
577.836	88.10304
577.914	88.10239
577.992	88.10176
578.086	88.10110999999999
578.164	88.10152
578.242	88.1034
578.336	88.10152
578.414	88.10181999999999
578.492	88.10432999999999
578.57	88.10325999999999
578.648	88.10248
578.726	88.10252
578.819	88.10422
578.897	88.10343999999999
578.975	88.10542
579.069	88.10033999999999
579.147	88.10228
579.225	88.10262999999999
579.318	88.10557
579.396	88.10620999999999
579.474	88.10578
579.568	88.10544999999999
579.646	88.10395
579.724	88.10369
579.818	88.1043
579.896	88.10471
579.974	88.10404
580.052	88.10416
580.13	88.10256
580.208	88.10493
580.286	88.10414
580.364	88.10458
580.442	88.10307999999999
580.519	88.10203999999999
580.597	88.10386
580.675	88.10481
580.769	88.10324
580.847	88.10405999999999
580.925	88.10486999999999
581.019	88.10400999999999
581.097	88.10391
581.175	88.1034
581.268	88.10271999999999
581.346	88.10422
581.424	88.10503999999999
581.518	88.10745
581.596	88.10431
581.674	88.10647999999999
581.752	88.10452
581.83	88.10396999999999
581.908	88.10360999999999
582.001	88.10412
582.079	88.10664999999999
582.157	88.1078
582.235	88.10759999999999
582.313	88.10660999999999
582.391	88.10623
582.485	88.10736999999999
582.563	88.10768999999999
582.641	88.10794
582.719	88.10660999999999
582.797	88.10932
582.875	88.10960999999999
582.953	88.10718
583.031	88.10754999999999
583.109	88.10909
583.187	88.10956999999999
583.265	88.10734
583.343	88.10853999999999
583.437	88.10970999999999
583.515	88.10885999999999
583.593	88.11005999999999
583.671	88.11231
583.749	88.10834999999999
583.827	88.11193
583.905	88.10996
583.983	88.11115
584.061	88.11040999999999
584.154	88.11016
584.232	88.11111
584.31	88.1107
584.388	88.11215999999999
584.466	88.11126999999999
584.546	88.11176999999999
584.64	88.11055999999999
584.718	88.11263
584.796	88.11108999999999
584.889	88.11135999999999
584.967	88.1117
585.045	88.10992999999999
585.139	88.10982999999999
585.217	88.11322999999999
585.295	88.11079
585.389	88.1126
585.467	88.11254
585.545	88.11384
585.623	88.11256999999999
585.701	88.11175999999999
585.779	88.11282
585.857	88.11242
585.935	88.11162999999999
586.013	88.11340999999999
586.091	88.11331
586.169	88.11273
586.247	88.11135999999999
586.342	88.11354
586.42	88.11202
586.498	88.11256999999999
586.592	88.11442
586.67	88.11049
586.748	88.11346999999999
586.826	88.11278
586.904	88.11264
586.982	88.11178
587.075	88.11134
587.153	88.11112999999999
587.231	88.11251
587.325	88.11237999999999
587.403	88.11291
587.481	88.11461
587.574	88.11180999999999
587.652	88.11249
587.73	88.11072999999999
587.808	88.11064999999999
587.886	88.11204
587.964	88.11359999999999
588.042	88.11193999999999
588.12	88.11269
588.198	88.11265999999999
588.292	88.11143
588.37	88.11263
588.448	88.11077999999999
588.526	88.11129
588.604	88.11085999999999
588.682	88.11166
588.76	88.11313
588.838	88.11215
588.916	88.11198999999999
589.01	88.11130999999999
589.088	88.1111
589.166	88.11151
589.244	88.11193
589.322	88.11179
589.4	88.11256999999999
589.478	88.11121
589.556	88.11225999999999
589.634	88.11173
589.712	88.11143999999999
589.79	88.11045
589.868	88.11095999999999
589.961	88.11263
590.039	88.11184999999999
590.117	88.11119
590.211	88.11161
590.289	88.10949
590.367	88.11126999999999
590.46	88.11111
590.538	88.11010999999999
590.616	88.11039
590.71	88.11206
590.79	88.11216999999999
590.868	88.11327999999999
590.962	88.11273
591.04	88.11126999999999
591.118	88.11196
591.211	88.11021
591.289	88.11144999999999
591.367	88.11251999999999
591.445	88.11310999999999
591.523	88.11269
591.601	88.11214
591.679	88.11131999999999
591.757	88.11368999999999
591.835	88.11486
591.913	88.11231
591.991	88.11125
592.069	88.10920999999999
592.163	88.11175999999999
592.241	88.11251999999999
592.304	88.11282
592.399	88.10916999999999
592.477	88.11085999999999
592.555	88.11108999999999
592.633	88.11135999999999
592.711	88.11135999999999
592.789	88.10834
592.882	88.11334
592.96	88.11059999999999
593.038	88.11059999999999
593.132	88.11037999999999
593.21	88.11089
593.288	88.11076
593.381	88.11298
593.459	88.11398
593.537	88.11438
593.631	88.11292999999999
593.709	88.11286
593.787	88.11372999999999
593.865	88.11367999999999
593.943	88.11283999999999
594.021	88.11502
594.099	88.11085999999999
594.177	88.11399
594.255	88.11426999999999
594.349	88.11354
594.427	88.11383
594.505	88.11532
594.583	88.11406
594.661	88.11425
594.739	88.11471999999999
594.832	88.11426999999999
594.91	88.11346999999999
594.988	88.11314999999999
595.066	88.11357
595.144	88.11299
595.222	88.11322999999999
595.316	88.11349
595.394	88.11223
595.472	88.11475999999999
595.565	88.11247999999999
595.643	88.11328999999999
595.721	88.11426999999999
595.815	88.1134
595.893	88.11502999999999
595.971	88.11318999999999
596.065	88.11495
596.143	88.11401
596.206	88.11448
596.301	88.11349
596.379	88.11505
596.457	88.11547999999999
596.535	88.11492
596.613	88.11565999999999
596.691	88.11466
596.769	88.11461999999999
596.847	88.11435999999999
596.925	88.11619999999999
597.018	88.11596999999999
597.096	88.11504
597.174	88.11532
597.252	88.11467999999999
597.33	88.11383
597.408	88.1125
597.502	88.11546
597.58	88.11528
597.658	88.11314999999999
597.751	88.11667999999999
597.829	88.11518
597.907	88.11372999999999
598.001	88.11569
598.079	88.11610999999999
598.157	88.11426999999999
598.235	88.11260999999999
598.313	88.11558
598.391	88.11367
598.469	88.11558
598.547	88.11448999999999
598.625	88.11596999999999
598.719	88.11674
598.797	88.11685
598.875	88.11498999999999
598.968	88.11440999999999
599.046	88.11483
599.124	88.1138
599.218	88.11514
599.296	88.11452
599.374	88.11273999999999
599.467	88.11377999999999
599.545	88.11684
599.623	88.11488
599.701	88.11488
599.779	88.11695999999999
599.857	88.11474
599.951	88.11551
600.029	88.11406
600.107	88.11520999999999
600.185	88.11529999999999
600.263	88.1173
600.341	88.11449999999999
600.434	88.11403
600.512	88.11349999999999
600.59	88.11345
600.668	88.11479
600.746	88.11276
600.824	88.11595
600.918	88.113
600.996	88.11518
601.074	88.11274999999999
601.168	88.11614999999999
601.246	88.11609
601.324	88.1154
601.417	88.11452999999999
601.495	88.11663
601.573	88.11582
601.667	88.11564
601.745	88.11686999999999
601.823	88.1186
601.901	88.11778
601.979	88.11768
602.057	88.11713999999999
602.135	88.12001
602.213	88.11889
602.291	88.11903
602.369	88.11977999999999
602.447	88.12070999999999
602.525	88.12040999999999
602.618	88.11962
602.696	88.12119
602.774	88.1198
602.868	88.12102999999999
602.946	88.12199
603.024	88.12078
603.102	88.12142
603.18	88.12128
603.258	88.12212
603.352	88.12101999999999
603.43	88.12218
603.508	88.12171
603.586	88.12084
603.664	88.12039
603.742	88.12285
603.835	88.12256
603.913	88.12035999999999
603.991	88.12111999999999
604.085	88.12194
604.163	88.12068
604.241	88.12226
604.334	88.12124
604.412	88.12357999999999
604.49	88.12052
604.584	88.12133999999999
604.662	88.12151
604.74	88.12241999999999
604.834	88.12189
604.912	88.12274
604.99	88.12231
605.068	88.12250999999999
605.146	88.12109
605.224	88.12146
605.317	88.12160999999999
605.395	88.12183999999999
605.473	88.12044999999999
605.567	88.12328
605.645	88.122
605.723	88.12231
605.816	88.12171
605.894	88.12030999999999
605.972	88.12156999999999
606.05	88.12131
606.128	88.12168
606.206	88.12065
606.284	88.12065
606.362	88.11997
606.44	88.12196999999999
606.534	88.12115999999999
606.612	88.11941999999999
606.69	88.12258
606.783	88.12319
606.861	88.12138999999999
606.939	88.12068
607.033	88.12189
607.111	88.12214999999999
607.189	88.12198
607.283	88.12290999999999
607.361	88.12204
607.439	88.12213
607.532	88.12088
607.61	88.12107999999999
607.688	88.12222
607.782	88.12283
607.86	88.12231999999999
607.938	88.12236
608.031	88.12136
608.109	88.12171
608.187	88.12213
608.281	88.12178999999999
608.359	88.12302
608.437	88.12237999999999
608.531	88.12351
608.609	88.12357
608.687	88.12317999999999
608.78	88.12353999999999
608.858	88.12554
608.936	88.12589999999999
609.014	88.12698999999999
609.092	88.12544
609.17	88.12831
609.248	88.12818999999999
609.326	88.12617999999999
609.404	88.12773
609.482	88.12640999999999
609.56	88.12583
609.638	88.12719
609.732	88.12853
609.81	88.12778
609.888	88.12991
609.966	88.12629
610.044	88.12859999999999
610.122	88.12778999999999
610.2	88.1257
610.278	88.12683
610.356	88.12467
610.449	88.12835
610.527	88.12883
610.605	88.12648999999999
610.699	88.12706999999999
610.777	88.12481
610.855	88.12634999999999
610.933	88.12630999999999
611.011	88.12753
611.089	88.12612
611.167	88.12599999999999
611.245	88.12810999999999
611.323	88.12805999999999
611.417	88.12523999999999
611.495	88.12601
611.573	88.12715999999999
611.666	88.12755999999999
611.744	88.12733999999999
611.822	88.12606
611.916	88.12527999999999
611.994	88.12665
612.072	88.12696
612.15	88.12854
612.228	88.1274
612.306	88.12715
612.384	88.12778999999999
612.462	88.12795
612.54	88.12916999999999
612.633	88.12867
612.711	88.12756999999999
612.789	88.12937
612.883	88.12731
612.961	88.12813999999999
613.039	88.12848
613.132	88.12807
613.21	88.12813999999999
613.288	88.12828999999999
613.382	88.12971999999999
613.46	88.13059
613.538	88.12982
613.616	88.13172
613.694	88.13019999999999
613.772	88.12787999999999
613.866	88.12984999999999
613.944	88.13062
614.022	88.13127999999999
614.115	88.13304
614.193	88.13156
614.271	88.13325999999999
614.365	88.13136
614.443	88.13069
614.521	88.13174
614.614	88.13270999999999
614.692	88.13280999999999
614.77	88.13136
614.864	88.13078999999999
614.913	88.13033999999999
615.022	88.13062
615.116	88.13203999999999
615.194	88.13338999999999
615.272	88.13351999999999
615.365	88.13287
615.443	88.13206
615.521	88.13201
615.599	88.13171
615.677	88.13403
615.755	88.13328999999999
615.849	88.13391
615.927	88.13251
616.005	88.13506
616.098	88.13216
616.176	88.13291
616.254	88.13078999999999
616.348	88.13387999999999
616.426	88.13201
616.504	88.1317
616.582	88.12986
616.66	88.12956
616.74	88.13007999999999
616.818	88.12986
616.896	88.13113999999999
616.974	88.12883
617.068	88.12858
617.146	88.1295
617.224	88.1293
617.302	88.12769
617.38	88.12939
617.458	88.12856
617.536	88.131
617.614	88.13113999999999
617.692	88.12877999999999
617.77	88.13144
617.848	88.13119999999999
617.926	88.13014
618.019	88.13125
618.097	88.12827999999999
618.175	88.13107
618.253	88.13042
618.331	88.13104999999999
618.409	88.13094
618.487	88.13036
618.565	88.13108
618.643	88.13213999999999
618.737	88.13320999999999
618.815	88.12884
618.893	88.13001999999999
618.986	88.13216999999999
619.064	88.13234
619.142	88.13188
619.236	88.13083999999999
619.314	88.13233
619.392	88.13269
619.485	88.13163999999999
619.563	88.13318
619.641	88.13207999999999
619.735	88.13283999999999
619.813	88.13283
619.891	88.13293999999999
619.969	88.13122
620.047	88.13206
620.125	88.13116
620.219	88.13091
620.297	88.13319999999999
620.375	88.13409
620.468	88.13320999999999
620.546	88.131
620.624	88.13497
620.718	88.13480999999999
620.796	88.13373999999999
620.874	88.13425
620.967	88.13391
621.045	88.13143
621.109	88.13528
621.203	88.13436
621.281	88.13443
621.359	88.13792
621.453	88.13501
621.531	88.13371
621.609	88.13565999999999
621.703	88.13409
621.781	88.13423999999999
621.859	88.13471
621.952	88.13636
622.03	88.13551
622.108	88.13408
622.202	88.13371
622.28	88.13541
622.358	88.1344
622.436	88.13587
622.514	88.1365
622.592	88.13580999999999
622.685	88.13629999999999
622.765	88.13503
622.843	88.13377999999999
622.937	88.13403
623.015	88.13557999999999
623.093	88.13452
623.171	88.13476999999999
623.249	88.13441999999999
623.327	88.13656999999999
623.405	88.13438
623.483	88.13606
623.561	88.13654
623.639	88.13591
623.717	88.13441999999999
623.795	88.13602999999999
623.889	88.13398
623.967	88.13695
624.045	88.13615999999999
624.138	88.13588
624.216	88.13337999999999
624.294	88.13371
624.372	88.13440999999999
624.45	88.13345
624.528	88.13461
624.622	88.13497
624.7	88.13412
624.778	88.1357
624.871	88.13524
624.949	88.13551
625.027	88.1343
625.121	88.13315999999999
625.199	88.13404999999999
625.277	88.13434
625.355	88.13673
625.433	88.13467999999999
625.511	88.13461
625.604	88.13546
625.682	88.1369
625.76	88.13727999999999
625.838	88.13767
625.916	88.13425
625.994	88.13712
626.072	88.13756
626.15	88.13682999999999
626.228	88.13629999999999
626.322	88.13624999999999
626.4	88.13619999999999
626.478	88.13454
626.556	88.13913
626.634	88.13798999999999
626.714	88.13825999999999
626.792	88.13735
626.87	88.13944
626.948	88.13622
627.042	88.13829
627.12	88.13762999999999
627.198	88.13629999999999
627.276	88.13841
627.354	88.1361
627.432	88.13602999999999
627.51	88.13888
627.588	88.13731999999999
627.666	88.13892999999999
627.759	88.13922
627.837	88.13861
627.915	88.1382
627.993	88.14014999999999
628.071	88.1377
628.149	88.14021
628.227	88.13959
628.305	88.13877
628.383	88.13964999999999
628.461	88.13806
628.539	88.1413
628.617	88.13978999999999
628.695	88.14066
628.773	88.13833
628.851	88.14050999999999
628.945	88.13991999999999
629.023	88.14053999999999
629.101	88.14056
629.179	88.14058999999999
629.257	88.14059999999999
629.335	88.13848
629.428	88.14104999999999
629.506	88.14072999999999
629.584	88.14143999999999
629.678	88.14112999999999
629.756	88.14202999999999
629.834	88.13976
629.928	88.14068999999999
630.006	88.13864
630.084	88.14027999999999
630.177	88.13853999999999
630.255	88.13954
630.333	88.13933999999999
630.427	88.13798999999999
630.505	88.13976
630.583	88.14010999999999
630.661	88.13991
630.739	88.14068999999999
630.817	88.14220999999999
630.91	88.14139
630.988	88.1407
631.066	88.14034
631.16	88.13913
631.238	88.14053
631.316	88.13965999999999
631.409	88.14143
631.487	88.14168
631.565	88.14089999999999
631.659	88.14271
631.737	88.14204
631.815	88.14242999999999
631.893	88.14049999999999
631.971	88.14198999999999
632.049	88.13967
632.127	88.13918
632.205	88.14061
632.283	88.14018
632.361	88.14089
632.439	88.14134999999999
632.517	88.14129
632.595	88.14016
632.673	88.14103999999999
632.751	88.13817999999999
632.845	88.14048
632.923	88.13982
633.001	88.14089
633.094	88.14197999999999
633.172	88.14188
633.25	88.14035
633.344	88.14023999999999
633.422	88.14274999999999
633.5	88.14336999999999
633.593	88.1434
633.671	88.14286
633.749	88.14282999999999
633.843	88.14411
633.921	88.14374
633.999	88.14383
634.077	88.14363999999999
634.155	88.14411
634.233	88.14389
634.327	88.14226
634.405	88.14433
634.483	88.14492999999999
634.576	88.143
634.654	88.1459
634.732	88.14523
634.826	88.14527
634.904	88.14622999999999
634.982	88.1472
635.06	88.14677999999999
635.138	88.14533
635.216	88.14666
635.309	88.14695999999999
635.387	88.14698999999999
635.465	88.14716
635.543	88.14819999999999
635.621	88.14728
635.699	88.14845
635.777	88.14652
635.855	88.14773
635.933	88.14779
636.027	88.14786
636.105	88.14611
636.183	88.14701
636.277	88.14743
636.355	88.14797999999999
636.433	88.14661
636.511	88.14577999999999
636.589	88.14844
636.667	88.14894
636.76	88.14814
636.838	88.14789999999999
636.916	88.14734999999999
637.01	88.15016999999999
637.088	88.14757999999999
637.166	88.14989999999999
637.244	88.14916
637.322	88.14680999999999
637.4	88.14757999999999
637.493	88.14864999999999
637.571	88.15041
637.649	88.14792999999999
637.727	88.14671
637.805	88.14833
637.883	88.14860999999999
637.977	88.14929
638.055	88.15003
638.133	88.14703999999999
638.211	88.14604
638.289	88.1488
638.367	88.14935
638.46	88.1481
638.538	88.14703999999999
638.616	88.14748999999999
638.694	88.15033
638.772	88.14858
638.85	88.15062999999999
638.944	88.14850999999999
639.022	88.14842999999999
639.1	88.15019
639.194	88.15111999999999
639.272	88.14950999999999
639.35	88.14962999999999
639.428	88.14784999999999
639.506	88.14813
639.584	88.15021
639.677	88.14703999999999
639.755	88.14851999999999
639.833	88.14962999999999
639.927	88.14967999999999
640.005	88.14916
640.083	88.15167
640.161	88.15065999999999
640.239	88.14903
640.317	88.15099
640.41	88.15122
640.488	88.15149
640.566	88.15154
640.644	88.15083
640.722	88.152
640.8	88.15214999999999
640.878	88.15145
640.956	88.1507
641.034	88.1507
641.128	88.1493
641.206	88.14998
641.284	88.1498
641.378	88.14849
641.456	88.14643
641.534	88.14876
641.627	88.14761
641.705	88.14723
641.783	88.14774999999999
641.877	88.14743999999999
641.955	88.14546
642.033	88.14644999999999
642.126	88.14931
642.204	88.14912
642.282	88.14626
642.376	88.14862
642.454	88.14764
642.532	88.14855
642.626	88.14822
642.704	88.14907
642.782	88.14797
642.86	88.14791
642.937	88.14789999999999
643.015	88.14791
643.093	88.15065
643.171	88.15035999999999
643.249	88.15061
643.343	88.14855999999999
643.421	88.14885
643.499	88.14958999999999
643.577	88.14851999999999
643.655	88.14703999999999
643.733	88.14883999999999
643.811	88.14742
643.889	88.14775999999999
643.967	88.14663999999999
644.061	88.14733
644.139	88.14808
644.217	88.14603
644.295	88.14752999999999
644.373	88.14667999999999
644.451	88.14792999999999
644.529	88.14604
644.607	88.14688
644.685	88.14935
644.778	88.14802999999999
644.856	88.14701
644.934	88.14756
645.028	88.14716
645.106	88.14701
645.184	88.14769
645.262	88.14805
645.34	88.14656
645.42	88.14607
645.513	88.14728
645.591	88.14711
645.669	88.14828999999999
645.747	88.14640999999999
645.825	88.14871
645.903	88.14788
645.997	88.14881
646.075	88.14697
646.153	88.14786
646.247	88.14828999999999
646.325	88.14735999999999
646.403	88.14810999999999
646.481	88.14909
646.559	88.14739999999999
646.637	88.14743
646.73	88.14882999999999
646.808	88.14769
646.886	88.14876
646.98	88.14748999999999
647.058	88.14542999999999
647.136	88.14810999999999
647.216	88.1494
647.294	88.14636
647.372	88.14889
647.465	88.14685
647.543	88.14747999999999
647.621	88.14841999999999
647.715	88.14927999999999
647.793	88.14841
647.871	88.1489
647.965	88.14746
648.043	88.14989999999999
648.121	88.14956
648.199	88.14850999999999
648.277	88.14929
648.355	88.14797
648.433	88.15153
648.511	88.15276999999999
648.589	88.15150999999999
648.682	88.15247
648.76	88.15012999999999
648.838	88.14989999999999
648.932	88.15259999999999
649.01	88.15258999999999
649.088	88.15181
649.181	88.14958
649.259	88.14895
649.337	88.14983
649.431	88.15227999999999
649.509	88.15092999999999
649.587	88.15312
649.665	88.14980999999999
649.743	88.15019
649.821	88.15065999999999
649.899	88.1523
649.977	88.14935999999999
650.055	88.15032
650.148	88.15159999999999
650.226	88.15119999999999
650.304	88.15104
650.398	88.1524
650.476	88.14881
650.554	88.14925
650.648	88.15182999999999
650.726	88.15086
650.804	88.15176
650.897	88.15029999999999
650.975	88.15159999999999
651.053	88.15006
651.147	88.15209
651.225	88.15386
651.303	88.15227999999999
651.396	88.151
651.474	88.15182
651.523	88.15017999999999
651.648	88.15214999999999
651.726	88.15381
651.804	88.15450999999999
651.898	88.15397999999999
651.976	88.15419999999999
652.054	88.15334999999999
652.147	88.15429999999999
652.225	88.15550999999999
652.303	88.15659
652.397	88.1539
652.475	88.15556
652.553	88.15637
652.631	88.15615
652.709	88.15656
652.787	88.15826999999999
652.865	88.15778999999999
652.943	88.15898999999999
653.021	88.15715999999999
653.1	88.15688999999999
653.194	88.15800999999999
653.272	88.15718
653.366	88.15798
653.444	88.15973
653.522	88.15798
653.616	88.1574
653.694	88.15708
653.772	88.15858
653.85	88.15880999999999
653.928	88.15825
654.006	88.15874
654.099	88.15961
654.177	88.15802
654.255	88.15717
654.349	88.15763
654.427	88.15772
654.505	88.15813999999999
654.598	88.15745
654.676	88.15665999999999
654.754	88.15868999999999
654.848	88.15695
654.926	88.15714
655.004	88.15885
655.098	88.15959
655.176	88.1596
655.254	88.15662999999999
655.332	88.15848
655.409	88.15888
655.487	88.15845999999999
655.565	88.16158
655.643	88.15840999999999
655.721	88.15862
655.815	88.15892
655.893	88.15868999999999
655.971	88.15670999999999
656.049	88.15731
656.127	88.15898
656.205	88.1582
656.299	88.15798
656.377	88.15885
656.455	88.15836999999999
656.548	88.15794
656.626	88.15782
656.704	88.15679999999999
656.798	88.15648999999999
656.876	88.15702999999999
656.954	88.1583
657.032	88.15612
657.11	88.15626999999999
657.19	88.15701
657.283	88.15634999999999
657.361	88.15575
657.439	88.15428
657.517	88.15459999999999
657.595	88.15455999999999
657.673	88.15329
657.751	88.15473
657.829	88.15552
657.907	88.15464999999999
657.985	88.15567999999999
658.063	88.15374999999999
658.141	88.15611
658.219	88.15611
658.297	88.15346
658.375	88.15442999999999
658.453	88.15646
658.531	88.15565
658.609	88.15704
658.703	88.15549
658.781	88.1554
658.859	88.15614
658.953	88.15544999999999
659.031	88.15723
659.109	88.15674
659.202	88.1583
659.28	88.15679
659.358	88.15784
659.452	88.15673
659.53	88.15732999999999
659.608	88.15593
659.701	88.15550999999999
659.779	88.1574
659.857	88.15513999999999
659.935	88.15571999999999
660.013	88.15630999999999
660.091	88.15559999999999
660.169	88.15704
660.247	88.15758
660.325	88.15793
660.419	88.15896
660.497	88.15878
660.575	88.157
660.669	88.15675999999999
660.747	88.15814999999999
660.825	88.15894
660.903	88.15717
660.981	88.15665999999999
661.059	88.15705
661.152	88.15554999999999
661.23	88.15745
661.308	88.15785
661.386	88.15602
661.464	88.15567999999999
661.542	88.15679999999999
661.62	88.15637
661.698	88.15843
661.776	88.15731
661.854	88.15594999999999
661.932	88.15634999999999
662.01	88.15638999999999
662.104	88.15814999999999
662.182	88.15773999999999
662.26	88.15656999999999
662.353	88.15701
662.431	88.15742999999999
662.509	88.15639999999999
662.587	88.15696
662.665	88.15768999999999
662.743	88.15944999999999
662.837	88.15742999999999
662.915	88.15849999999999
662.993	88.15420999999999
663.071	88.15759
663.149	88.15652999999999
663.227	88.15580999999999
663.32	88.15469999999999
663.398	88.15553
663.476	88.157
663.57	88.15674
663.648	88.15733999999999
663.726	88.15718
663.82	88.15596
663.898	88.15544999999999
663.976	88.15656
664.054	88.15531
664.132	88.15316
664.21	88.15504
664.303	88.15379999999999
664.381	88.157
664.459	88.15629999999999
664.553	88.15386
664.631	88.15453
664.709	88.15620999999999
664.787	88.15493
664.865	88.15355
664.943	88.15361999999999
665.036	88.15474999999999
665.114	88.15361
665.192	88.15419999999999
665.27	88.1545
665.348	88.15504999999999
665.426	88.15562999999999
665.52	88.15651
665.598	88.15276999999999
665.676	88.15353999999999
665.77	88.15605
665.848	88.15377
665.926	88.15504
666.004	88.15615
666.082	88.15366999999999
666.16	88.15356999999999
666.253	88.15356
666.331	88.15377
666.409	88.15495999999999
666.503	88.15509999999999
666.581	88.15450999999999
666.659	88.15634
666.737	88.15477999999999
666.815	88.15379999999999
666.893	88.15540999999999
666.986	88.15535999999999
667.064	88.15504999999999
667.142	88.15809999999999
667.22	88.15550999999999
667.298	88.15558
667.376	88.15437999999999
667.47	88.15594999999999
667.548	88.15567999999999
667.626	88.15615
667.72	88.15767
667.798	88.15454
667.876	88.15620999999999
667.969	88.15491999999999
668.047	88.15629
668.125	88.15634999999999
668.219	88.15781
668.297	88.157
668.375	88.15396
668.453	88.15656999999999
668.531	88.15590999999999
668.609	88.15669
668.687	88.1566
668.765	88.15583
668.843	88.15634999999999
668.921	88.15544
668.999	88.15429999999999
669.077	88.1557
669.155	88.15478999999999
669.233	88.15441
669.311	88.15581999999999
669.404	88.15559999999999
669.482	88.15679
669.56	88.15558
669.638	88.15634999999999
669.716	88.15578
669.794	88.15368
669.888	88.15625999999999
669.966	88.15601
670.044	88.15561
670.137	88.15525
670.215	88.15566
670.293	88.15629
670.387	88.15602
670.465	88.15682
670.543	88.15702999999999
670.621	88.15419999999999
670.699	88.15768999999999
670.777	88.15688
670.855	88.15974999999999
670.933	88.15764999999999
671.011	88.15816
671.105	88.15781
671.183	88.15606
671.261	88.15705
671.339	88.157
671.417	88.15603999999999
671.495	88.15696
671.588	88.15935999999999
671.666	88.15920999999999
671.744	88.15848
671.838	88.15825
671.916	88.15708
671.994	88.15719999999999
672.087	88.15808
672.165	88.15871999999999
672.243	88.16064999999999
672.321	88.15763
672.399	88.15907999999999
672.477	88.15742999999999
672.555	88.15759
672.633	88.15823999999999
672.711	88.1595
672.805	88.15714
672.883	88.15939999999999
672.961	88.15974
673.055	88.15835999999999
673.133	88.15798
673.211	88.15952999999999
673.289	88.15720999999999
673.367	88.15665
673.445	88.15741
673.523	88.15675999999999
673.601	88.15854999999999
673.679	88.1605
673.772	88.15983999999999
673.85	88.15894999999999
673.928	88.15984999999999
674.006	88.15811
674.084	88.16126
674.162	88.1595
674.24	88.15871999999999
674.318	88.15894999999999
674.396	88.15776
674.49	88.15898999999999
674.568	88.16104999999999
674.646	88.15929
674.724	88.15732999999999
674.802	88.15755999999999
674.88	88.15871999999999
674.973	88.15890999999999
675.051	88.15965
675.129	88.16068
675.223	88.16111
675.301	88.15782999999999
675.379	88.16094
675.457	88.16015999999999
675.535	88.16029999999999
675.613	88.15832999999999
675.691	88.16026
675.769	88.15923
675.832	88.15840999999999
675.926	88.15920999999999
676.004	88.16029999999999
676.082	88.16235999999999
676.16	88.16122999999999
676.238	88.15961999999999
676.316	88.15939999999999
676.394	88.16136999999999
