Time	Theta
273.977	87.6228
274.045	87.62357
274.124	87.62334
274.194	87.6271
274.261	87.62441
274.353	87.62318
274.422	87.62549
274.494	87.62727
274.575	87.62753
274.642	87.62951
274.713	87.62749
274.792	87.63004
274.861	87.62805
274.932	87.62906
275.014	87.62714
275.081	87.62816
275.152	87.62892
275.232	87.62852
275.3	87.6298
275.369	87.62886
275.45	87.62996
275.523	87.62926
275.592	87.62973
275.673	87.63087
275.741	87.6311
275.809	87.63008
275.889	87.63153
275.961	87.63356
276.03	87.62935
276.109	87.6301
276.175	87.63286
276.247	87.63073
276.327	87.63282
276.397	87.63217
276.469	87.6321
276.547	87.63303
276.62	87.63477
276.688	87.63463
276.775	87.63543
276.843	87.63396
276.912	87.63583
276.994	87.63601
277.062	87.6334
277.13	87.63587
277.21	87.635
277.28	87.63688
277.348	87.63613
277.428	87.63895
277.496	87.63571
277.564	87.63918
277.644	87.63644
277.716	87.63804
277.786	87.63563
277.872	87.63866
277.941	87.63879
278.01	87.63851
278.089	87.64075
278.157	87.63938
278.227	87.6396
278.309	87.64265
278.379	87.64418
278.449	87.64217
278.528	87.64413
278.598	87.64167
278.667	87.64291
278.749	87.64323
278.818	87.64143
278.891	87.64531
278.973	87.64676
279.04	87.64433
279.118	87.64468
279.196	87.6447
279.266	87.64571
279.334	87.64751
279.412	87.64717
279.479	87.64443
279.55	87.64703
279.631	87.64664
279.698	87.64803
279.766	87.6479
279.848	87.64881
279.917	87.64796
279.986	87.64913
280.066	87.65014
280.133	87.64899
280.2	87.64629
280.28	87.64968
280.348	87.64808
280.419	87.64985
280.5	87.64823
280.571	87.65054
280.64	87.64819
280.719	87.64794
280.787	87.6503
280.857	87.64913
280.935	87.64956
281.005	87.65018
281.074	87.65013
281.153	87.64878
281.219	87.6526
281.287	87.64896
281.365	87.64832
281.435	87.65255
281.506	87.65199
281.586	87.65183
281.658	87.65212
281.726	87.65316
281.804	87.65221
281.874	87.65433
281.943	87.65173
282.025	87.65326
282.094	87.65588
282.165	87.65285
282.251	87.65353
282.322	87.65569
282.391	87.65529
282.472	87.65603
282.54	87.65416
282.61	87.65563
282.689	87.65547
282.756	87.65387
282.824	87.65434
282.906	87.65548
282.975	87.65806
283.043	87.65443
283.126	87.65545
283.193	87.6552
283.263	87.65543
283.343	87.65627
283.41	87.65714
283.48	87.65488
283.561	87.65539
283.631	87.65677
283.701	87.65638
283.78	87.65665
283.849	87.65838
283.919	87.6576
284.	87.65945
284.069	87.66019
284.14	87.65915
284.22	87.6607
284.287	87.66321
284.359	87.66197
284.439	87.6605
284.506	87.6614
284.576	87.66173
284.655	87.66132
284.724	87.66075
284.791	87.66458
284.871	87.66268
284.941	87.66153
285.012	87.6636
285.091	87.66178
285.16	87.661
285.23	87.66196
285.311	87.66185
285.381	87.66172
285.452	87.66261
285.533	87.66257
285.601	87.66176
285.671	87.66345
285.751	87.66335
285.818	87.6619
285.884	87.66129
285.966	87.66177
286.032	87.66366
286.104	87.66145
286.183	87.66332
286.251	87.66411
286.32	87.6632
286.399	87.66375
286.467	87.66315
286.537	87.66217
286.622	87.66293
286.691	87.66263
286.761	87.66373
286.842	87.66422
286.913	87.66493
286.982	87.66482
287.065	87.66483
287.131	87.66495
287.199	87.66607
287.28	87.66583
287.347	87.66669
287.418	87.66829
287.499	87.66648
287.567	87.6681
287.637	87.6683
287.716	87.66923
287.787	87.66893
287.857	87.66951
287.939	87.6711
288.009	87.67216
288.081	87.67216
288.174	87.67459
288.242	87.67165
288.314	87.67242
288.395	87.67287
288.462	87.67337
288.531	87.67342
288.62	87.6753
288.689	87.67348
288.756	87.67503
288.839	87.67517
288.907	87.67454
288.979	87.67293
289.06	87.67483
289.127	87.67566
289.197	87.67683
289.277	87.67477
289.345	87.6739
289.413	87.6751
289.495	87.67747
289.562	87.67665
289.63	87.67611
289.712	87.678
289.78	87.67852
289.849	87.6777
289.932	87.6802
290.002	87.67783
290.072	87.67927
290.15	87.67902
290.218	87.67806
290.286	87.67883
290.369	87.67841
290.439	87.67853
290.509	87.679
290.593	87.68017
290.661	87.67953
290.73	87.67962
290.811	87.67907
290.88	87.67715
290.948	87.68056
291.028	87.679
291.095	87.68094
291.164	87.68011
291.242	87.68048
291.311	87.68042
291.381	87.68115
291.462	87.67933
291.528	87.68044
291.599	87.68068
291.678	87.68163
291.746	87.6832
291.815	87.68346
291.897	87.68178
291.964	87.68383
292.035	87.68061
292.112	87.68145
292.178	87.68182
292.247	87.68099
292.327	87.68114
292.403	87.68147
292.472	87.6823
292.558	87.68224
292.627	87.68193
292.695	87.68352
292.774	87.68188
292.842	87.68285
292.913	87.68312
292.992	87.68346
293.058	87.68325
293.129	87.68368
293.211	87.68443
293.279	87.68488
293.347	87.68516
293.426	87.68234
293.493	87.68397
293.564	87.68529
293.654	87.68616
293.721	87.68511
293.791	87.68725
293.87	87.68567
293.937	87.68489
294.008	87.68652
294.087	87.68501
294.154	87.68755
294.224	87.6874
294.303	87.68561
294.374	87.68761
294.445	87.68618
294.523	87.68667
294.591	87.6879
294.659	87.68639
294.743	87.68776
294.81	87.6905
294.879	87.68835
294.957	87.68833
295.025	87.68832
295.096	87.69006
295.176	87.69046
295.246	87.6909
295.313	87.69007
295.392	87.69153
295.459	87.69375
295.528	87.69341
295.606	87.69351
295.682	87.69456
295.752	87.69505
295.838	87.69563
295.91	87.69462
295.979	87.69502
296.057	87.69532
296.125	87.69507
296.192	87.69727
296.272	87.69576
296.34	87.69574
296.408	87.69457
296.489	87.69565
296.557	87.69555
296.626	87.69569
296.706	87.69611
296.776	87.69604
296.845	87.69499
296.933	87.69564
297.	87.69703
297.068	87.69614
297.147	87.69594
297.218	87.69673
297.287	87.69886
297.366	87.69815
297.433	87.69872
297.5	87.69678
297.578	87.69892
297.645	87.69732
297.714	87.69793
297.797	87.69933
297.872	87.69917
297.94	87.69678
298.029	87.69987
298.099	87.69714
298.167	87.69793
298.248	87.69743
298.316	87.69839
298.386	87.69691
298.465	87.69647
298.532	87.69888
298.6	87.69854
298.681	87.69973
298.752	87.6988
298.824	87.69881
298.914	87.69893
298.982	87.69868
299.052	87.70042
299.131	87.702
299.201	87.69913
299.28	87.7017
299.359	87.7019
299.433	87.7022
299.502	87.69998
299.589	87.70338
299.661	87.70226
299.73	87.70361
299.808	87.7026
299.877	87.70303
299.944	87.7048
300.026	87.70605
300.094	87.70685
300.162	87.70554
300.25	87.70629
300.317	87.70628
300.386	87.70665
300.465	87.70624
300.532	87.70605
300.603	87.7034
300.684	87.70545
300.752	87.7056
300.821	87.70749
300.904	87.70698
300.971	87.70734
301.042	87.7075
301.12	87.70683
301.187	87.70967
301.258	87.71105
301.338	87.71104
301.407	87.71082
301.475	87.71111
301.557	87.7111
301.624	87.71435
301.691	87.71012
301.775	87.7097
301.843	87.70992
301.914	87.71126
301.995	87.71299
302.062	87.71217
302.132	87.71565
302.214	87.71428
302.284	87.71464
302.353	87.71527
302.432	87.71464
302.499	87.71275
302.57	87.7129
302.649	87.71509
302.716	87.7144
302.785	87.71528
302.873	87.7148
302.943	87.715
303.013	87.71478
303.095	87.71587
303.165	87.71407
303.234	87.7167
303.316	87.71464
303.388	87.71478
303.456	87.7167
303.536	87.7152
303.607	87.7169
303.675	87.71648
303.754	87.716
303.824	87.71381
303.893	87.71534
303.972	87.714
304.043	87.715
304.121	87.71511
304.203	87.71589
304.276	87.71617
304.347	87.7186
304.432	87.715
304.501	87.71604
304.569	87.716
304.656	87.71381
304.724	87.71367
304.795	87.71722
304.876	87.71609
304.946	87.71659
305.017	87.71517
305.096	87.71722
305.163	87.7158
305.232	87.71555
305.312	87.71657
305.38	87.71493
305.449	87.71667
305.531	87.7166
305.599	87.71632
305.668	87.71644
305.749	87.715
305.816	87.71642
305.886	87.71491
305.965	87.71641
306.037	87.71606
306.107	87.71916
306.188	87.71707
306.254	87.71831
306.324	87.7179
306.402	87.71694
306.47	87.71741
306.538	87.71827
306.623	87.71819
306.689	87.72009
306.761	87.71764
306.843	87.7176
306.912	87.72053
306.979	87.71707
307.06	87.71912
307.13	87.72022
307.199	87.72047
307.28	87.7178
307.347	87.71967
307.417	87.72195
307.502	87.7202
307.568	87.72013
307.637	87.72275
307.719	87.71954
307.789	87.7209
307.857	87.72096
307.936	87.72257
308.004	87.7216
308.074	87.72248
308.152	87.72254
308.219	87.72102
308.288	87.72375
308.369	87.72457
308.438	87.72357
308.507	87.72314
308.586	87.72372
308.653	87.72635
308.722	87.72578
308.81	87.72464
308.877	87.724
308.944	87.7273
309.024	87.72597
309.091	87.72692
309.159	87.7277
309.242	87.72582
309.311	87.7283
309.381	87.72685
309.463	87.72766
309.531	87.72678
309.601	87.72665
309.683	87.72737
309.752	87.72887
309.821	87.72804
309.904	87.72647
309.971	87.72724
310.042	87.72675
310.121	87.72895
310.19	87.72562
310.26	87.72556
310.349	87.72697
310.417	87.72598
310.487	87.72584
310.568	87.72601
310.637	87.72581
310.707	87.72613
310.786	87.72655
310.855	87.72709
310.922	87.72694
311.002	87.72671
311.07	87.72793
311.141	87.72678
311.219	87.728
311.288	87.72655
311.359	87.72646
311.447	87.72762
311.517	87.72865
311.587	87.72815
311.668	87.72822
311.736	87.7282
311.805	87.72991
311.882	87.7267
311.952	87.72871
312.019	87.72959
312.101	87.72992
312.168	87.73058
312.244	87.73087
312.323	87.73017
312.389	87.73286
312.459	87.73082
312.54	87.73344
312.607	87.73106
312.676	87.73162
312.755	87.73157
312.825	87.73218
312.893	87.73367
312.973	87.73396
313.04	87.73605
313.111	87.73405
313.19	87.73484
313.259	87.7327
313.338	87.73435
313.417	87.73479
313.483	87.73553
313.554	87.73619
313.634	87.73573
313.704	87.73445
313.774	87.73769
313.854	87.73895
313.924	87.73847
313.994	87.73927
314.074	87.73947
314.145	87.73849
314.216	87.74239
314.299	87.73937
314.368	87.74074
314.44	87.74007
314.521	87.74084
314.589	87.74149
314.659	87.7407
314.746	87.74303
314.816	87.74212
314.884	87.74232
314.965	87.74196
315.031	87.74345
315.104	87.74196
315.187	87.74444
315.255	87.74458
315.325	87.74316
315.405	87.74541
315.475	87.74587
315.544	87.74529
315.624	87.74556
315.694	87.74681
315.765	87.74319
315.845	87.74521
315.916	87.7463
315.984	87.74532
316.063	87.7451
316.132	87.74541
316.201	87.74604
316.281	87.74809
316.35	87.74664
316.418	87.74859
316.495	87.74761
316.566	87.74702
316.636	87.74902
316.719	87.74774
316.788	87.74855
316.859	87.74866
316.942	87.74835
317.011	87.74865
317.08	87.74876
317.158	87.74747
317.226	87.74754
317.297	87.74944
317.376	87.74637
317.446	87.7502
317.52	87.74477
317.6	87.74728
317.668	87.74677
317.738	87.74546
317.817	87.7479
317.884	87.74716
317.955	87.74876
318.036	87.74906
318.106	87.74827
318.186	87.74789
318.267	87.74792
318.339	87.74609
318.405	87.74749
318.484	87.74763
318.554	87.74769
318.625	87.74796
318.707	87.74819
318.773	87.74825
318.84	87.74689
318.918	87.74539
318.986	87.74728
319.056	87.74818
319.135	87.74776
319.202	87.7477
319.277	87.74971
319.357	87.74841
319.432	87.74899
319.503	87.7494
319.592	87.74895
319.659	87.75031
319.728	87.75007
319.811	87.74959
319.878	87.74842
319.946	87.74955
320.024	87.75057
320.093	87.74949
320.161	87.74814
320.243	87.74953
320.313	87.75049
320.381	87.75056
320.462	87.74952
320.532	87.75179
320.601	87.74789
320.685	87.74931
320.752	87.75151
320.821	87.74945
320.901	87.74979
320.97	87.75272
321.038	87.75262
321.12	87.75269
321.219	87.75377
321.297	87.7541
321.377	87.75476
321.455	87.75325
321.533	87.75214
321.57	87.75529
321.639	87.75429
321.709	87.75294
321.79	87.75363
321.86	87.75307
321.937	87.75539
322.054	87.75282
322.132	87.75449
322.21	87.75481
322.304	87.75398
322.382	87.75217
322.46	87.75281
322.538	87.75331
322.616	87.75395
322.694	87.75359
322.772	87.75356
322.85	87.75287
322.928	87.75445
323.006	87.75542
323.084	87.75492
323.162	87.75423
323.24	87.75428
323.318	87.75489
323.396	87.75407
323.49	87.75497
323.568	87.75426
323.648	87.75589
323.741	87.75607
323.819	87.75534
323.897	87.75439
323.991	87.75334
324.069	87.75642
324.147	87.7565
324.24	87.75746
324.318	87.75697
324.396	87.75727
324.474	87.75797
324.552	87.75955
324.63	87.75934
324.724	87.7583
324.802	87.75813
324.88	87.76052
324.974	87.75878
325.052	87.75874
325.13	87.76297
325.223	87.75934
325.301	87.75931
325.379	87.75977
325.473	87.76006
325.551	87.76054
325.629	87.7598
325.722	87.76234
325.8	87.76014
325.878	87.7599
325.972	87.7597
326.05	87.76227
326.128	87.76202
326.222	87.7633
326.3	87.76247
326.378	87.76182
326.471	87.76228
326.549	87.76277
326.627	87.76227
326.705	87.76276
326.783	87.76106
326.861	87.76083
326.955	87.76413
327.033	87.76151
327.111	87.76109
327.204	87.76146
327.282	87.76082
327.36	87.75945
327.454	87.75986
327.532	87.76019
327.61	87.76021
327.704	87.76002
327.781	87.76039
327.859	87.76015
327.953	87.76161
328.031	87.76174
328.109	87.75961
328.187	87.76109
328.265	87.76068
328.343	87.76327
328.421	87.76154
328.499	87.75979
328.577	87.76041
328.671	87.76229
328.749	87.76084
328.827	87.76119
328.92	87.76106
328.998	87.76195
329.076	87.76007
329.17	87.76177
329.248	87.76371
329.326	87.76311
329.419	87.7618
329.497	87.76311
329.575	87.76288
329.669	87.76478
329.747	87.76505
329.825	87.76485
329.903	87.76391
329.981	87.76339
330.059	87.76309
330.153	87.76287
330.231	87.76562
330.309	87.76582
330.402	87.76599
330.48	87.7651
330.558	87.76698
330.652	87.76855
330.73	87.76704
330.808	87.76707
330.886	87.76759
330.964	87.76857
331.042	87.76862
331.135	87.77061
331.213	87.77045
331.291	87.77116
331.385	87.77097
331.463	87.7716
331.541	87.77294
331.619	87.77312
331.697	87.77024
331.775	87.77526
331.853	87.77386
331.931	87.77486
332.009	87.77426
332.087	87.77377
332.165	87.77536
332.243	87.77676
332.321	87.77789
332.399	87.77724
332.477	87.77821
332.555	87.77809
332.633	87.77933
332.711	87.77909
332.805	87.7803
332.883	87.78114
332.961	87.78131
333.054	87.78192
333.132	87.78326
333.21	87.78001
333.288	87.78172
333.366	87.78209
333.444	87.78321
333.538	87.78212
333.616	87.78534
333.694	87.78268
333.772	87.783
333.85	87.78383
333.928	87.78518
334.021	87.78152
334.099	87.78375
334.177	87.78164
334.271	87.78278
334.349	87.78457
334.427	87.78345
334.521	87.78243
334.599	87.78376
334.677	87.78146
334.77	87.78523
334.848	87.78463
334.926	87.78321
335.02	87.78548
335.098	87.78481
335.176	87.78464
335.254	87.78553
335.332	87.78488
335.41	87.78442
335.503	87.78368
335.581	87.78547
335.659	87.78561
335.737	87.78378
335.815	87.78545
335.893	87.78632
335.987	87.78639
336.065	87.78624
336.143	87.78657
336.221	87.78614
336.299	87.78514
336.377	87.78543
336.47	87.78675
336.548	87.78566
336.626	87.78926
336.72	87.78674
336.798	87.78877
336.876	87.78749
336.97	87.78858
337.048	87.79102
337.126	87.79057
337.219	87.79024
337.297	87.79017
337.375	87.79062
337.469	87.78998
337.547	87.79149
337.625	87.79044
337.72	87.79156
337.798	87.79214
337.876	87.79107
337.954	87.79256
338.032	87.79129
338.11	87.79218
338.204	87.79153
338.282	87.79307
338.36	87.7925
338.438	87.79388
338.516	87.79298
338.594	87.79221
338.688	87.79221
338.766	87.79451
338.844	87.79228
338.937	87.79342
339.015	87.79274
339.093	87.79289
339.187	87.79617
339.265	87.7947
339.343	87.79623
339.421	87.79519
339.499	87.79399
339.577	87.79597
339.67	87.79949
339.748	87.79848
339.826	87.79845
339.92	87.79763
339.998	87.80099
340.076	87.79921
340.17	87.80034
340.248	87.79906
340.326	87.79881
340.419	87.79932
340.497	87.79868
340.575	87.79779
340.669	87.7998
340.747	87.79729
340.825	87.79998
340.918	87.79913
340.996	87.79749
341.074	87.79958
341.152	87.80086
341.23	87.80068
341.308	87.80106
341.386	87.80032
341.464	87.80204
341.542	87.80298
341.636	87.80151
341.714	87.80156
341.792	87.80303
341.886	87.80369
341.964	87.80368
342.042	87.80493
342.12	87.80576
342.198	87.80623
342.276	87.80578
342.356	87.80517
342.434	87.80384
342.512	87.80459
342.59	87.80439
342.668	87.80412
342.746	87.80579
342.839	87.80551
342.917	87.80493
342.995	87.80513
343.073	87.80424
343.151	87.80343
343.229	87.80487
343.323	87.80583
343.401	87.80405
343.479	87.8035
343.572	87.80368
343.65	87.80276
343.728	87.80402
343.806	87.80324
343.886	87.80363
343.964	87.80244
344.058	87.80184
344.136	87.80391
344.214	87.80258
344.307	87.80471
344.385	87.80489
344.463	87.8054
344.557	87.80406
344.635	87.80549
344.713	87.80412
344.807	87.80603
344.885	87.80544
344.963	87.80516
345.041	87.80434
345.119	87.80436
345.197	87.80441
345.29	87.80338
345.368	87.80471
345.446	87.80252
345.54	87.80328
345.618	87.80445
345.696	87.80428
345.774	87.80468
345.852	87.80711
345.93	87.80615
346.008	87.80594
346.086	87.80721
346.164	87.80658
346.257	87.80536
346.335	87.80344
346.413	87.80363
346.507	87.80491
346.585	87.80362
346.663	87.80556
346.741	87.80419
346.819	87.80399
346.897	87.80431
346.991	87.80158
347.069	87.80238
347.147	87.80117
347.24	87.80176
347.318	87.80027
347.396	87.80293
347.49	87.80179
347.568	87.80103
347.646	87.80339
347.724	87.8015
347.802	87.80144
347.88	87.80206
347.973	87.79916
348.051	87.80001
348.129	87.80215
348.223	87.80227
348.301	87.80196
348.379	87.8038
348.457	87.80326
348.535	87.80145
348.613	87.80353
348.707	87.80331
348.785	87.80345
348.865	87.80359
348.943	87.80328
349.021	87.80369
349.099	87.80698
349.177	87.80553
349.255	87.80415
349.333	87.80504
349.426	87.80786
349.504	87.80641
349.582	87.80714
349.676	87.80648
349.754	87.80617
349.832	87.80624
349.925	87.80829
350.003	87.80788
350.081	87.80693
350.159	87.80769
350.237	87.80961
350.315	87.80868
350.411	87.80611
350.489	87.80848
350.567	87.80627
350.645	87.80813
350.723	87.80885
350.801	87.80962
350.879	87.80724
350.957	87.81161
351.035	87.81071
351.129	87.81077
351.206	87.80865
351.284	87.81124
351.378	87.81077
351.456	87.81207
351.534	87.81135
351.628	87.81126
351.706	87.81065
351.784	87.81152
351.862	87.81106
351.94	87.81366
352.018	87.81152
352.111	87.81207
352.189	87.8125
352.267	87.81341
352.345	87.81306
352.423	87.81432
352.501	87.81326
352.595	87.81367
352.673	87.81349
352.751	87.81301
352.844	87.81393
352.922	87.8149
353.	87.81498
353.094	87.81403
353.172	87.81691
353.25	87.81693
353.328	87.81671
353.406	87.8168
353.484	87.81725
353.578	87.81586
353.656	87.8172
353.734	87.81564
353.814	87.8176
353.892	87.81635
353.97	87.81581
354.048	87.81919
354.126	87.81926
354.204	87.81851
354.282	87.81765
354.36	87.81998
354.438	87.81781
354.531	87.81781
354.609	87.81879
354.687	87.81845
354.781	87.81807
354.859	87.81774
354.937	87.81807
355.015	87.81763
355.093	87.81832
355.171	87.81554
355.264	87.81856
355.342	87.81689
355.42	87.81606
355.498	87.81537
355.576	87.81696
355.654	87.81679
355.748	87.81811
355.826	87.81799
355.904	87.81763
355.998	87.81803
356.076	87.81964
356.154	87.81911
356.247	87.82013
356.325	87.82064
356.403	87.82069
356.497	87.82094
356.575	87.81925
356.653	87.82014
356.746	87.82291
356.824	87.82184
356.902	87.82161
356.98	87.82143
357.058	87.82276
357.136	87.82164
357.214	87.82073
357.292	87.82259
357.37	87.82256
357.464	87.82278
357.542	87.82021
357.62	87.82346
357.698	87.82233
357.776	87.82378
357.854	87.82448
357.932	87.82345
358.01	87.82279
358.088	87.82355
358.166	87.82286
358.244	87.82206
358.322	87.82338
358.4	87.82252
358.478	87.8247
358.556	87.82526
358.634	87.825
358.712	87.82403
358.79	87.82583
358.868	87.82533
358.946	87.82663
359.024	87.82652
359.117	87.82878
359.195	87.82893
359.273	87.82934
359.367	87.82911
359.445	87.82755
359.523	87.83051
359.617	87.82921
359.695	87.82976
359.773	87.82851
359.851	87.82974
359.929	87.82961
360.007	87.83138
360.1	87.83128
360.178	87.83124
360.256	87.83286
360.35	87.83142
360.428	87.83158
360.506	87.83346
360.599	87.83029
360.677	87.83201
360.755	87.8306
360.849	87.8318
360.927	87.83015
361.005	87.83184
361.083	87.83066
361.161	87.83405
361.239	87.83202
361.333	87.8326
361.411	87.83055
361.489	87.83167
361.582	87.8355
361.66	87.8348
361.738	87.83454
361.832	87.83281
361.91	87.83404
361.988	87.83306
362.066	87.83275
362.144	87.83643
362.222	87.83317
362.315	87.83517
362.393	87.83585
362.471	87.83414
362.549	87.83433
362.627	87.83282
362.706	87.83524
362.8	87.83284
362.878	87.83416
362.956	87.83546
363.05	87.83366
363.128	87.83426
363.206	87.83308
363.299	87.83678
363.377	87.83773
363.455	87.83654
363.549	87.8348
363.627	87.8355
363.705	87.83669
363.783	87.83855
363.861	87.83701
363.939	87.83624
364.017	87.83798
364.095	87.83689
364.173	87.83659
364.251	87.83823
364.329	87.83987
364.407	87.83939
364.485	87.83925
364.563	87.84007
364.641	87.8398
364.719	87.83981
364.797	87.84116
364.875	87.8401
364.953	87.84265
365.031	87.84145
365.109	87.83968
365.202	87.84145
365.28	87.84273
365.358	87.84193
365.452	87.84188
365.53	87.84184
365.608	87.84287
365.702	87.84159
365.78	87.84309
365.858	87.84175
365.936	87.84071
366.014	87.84206
366.092	87.84085
366.185	87.84171
366.263	87.84386
366.341	87.84313
366.435	87.84171
366.513	87.84218
366.591	87.84448
366.684	87.84243
366.762	87.84267
366.84	87.84351
366.918	87.84472
366.996	87.84371
367.074	87.84423
367.168	87.84313
367.246	87.8458
367.324	87.84629
367.417	87.84706
367.495	87.84675
367.573	87.84495
367.651	87.84663
367.729	87.84493
367.807	87.84649
367.901	87.84541
367.979	87.84534
368.057	87.84753
368.151	87.84703
368.229	87.84689
368.307	87.84682
368.385	87.84586
368.463	87.84848
368.541	87.84938
368.634	87.84638
368.712	87.84678
368.79	87.84623
368.868	87.84941
368.946	87.8495
369.024	87.84821
369.118	87.84938
369.196	87.84856
369.274	87.84921
369.367	87.85227
369.445	87.85115
369.523	87.85146
369.601	87.84866
369.679	87.85123
369.757	87.84931
369.851	87.85005
369.929	87.85084
370.007	87.84978
370.101	87.84749
370.179	87.84969
370.257	87.8487
370.35	87.84812
370.428	87.84647
370.506	87.84849
370.584	87.85052
370.662	87.84873
370.74	87.85094
370.834	87.84741
370.912	87.84896
370.99	87.84797
371.068	87.85043
371.146	87.85
371.224	87.84963
371.302	87.85028
371.38	87.85162
371.458	87.85011
371.551	87.85011
371.629	87.85255
371.707	87.85031
371.801	87.85148
371.879	87.85218
371.957	87.85105
372.051	87.85201
372.129	87.85158
372.207	87.85397
372.3	87.85196
372.378	87.85213
372.456	87.85408
372.552	87.85421
372.63	87.85141
372.708	87.82001
372.801	87.82478
372.879	87.82529
372.957	87.82408
373.051	87.82606
373.129	87.82705
373.207	87.82873
373.301	87.82862
373.379	87.82914
373.457	87.82993
373.535	87.82993
373.613	87.83073
373.691	87.83104
373.784	87.834
373.862	87.83556
373.94	87.83281
374.005	87.83345
374.114	87.83533
374.192	87.83196
374.285	87.83396
374.363	87.8325
374.441	87.83346
374.535	87.83393
374.613	87.83461
374.691	87.83447
374.784	87.83701
374.862	87.83693
374.94	87.83677
375.018	87.83535
375.096	87.83413
375.174	87.83582
375.252	87.8355
375.33	87.83719
375.408	87.8368
375.486	87.83513
375.564	87.83454
375.642	87.83764
375.736	87.83526
375.814	87.83628
375.892	87.83675
375.986	87.83591
376.064	87.83818
376.142	87.83791
376.22	87.83845
376.298	87.83746
376.376	87.83551
376.469	87.83466
376.547	87.83794
376.625	87.83614
376.703	87.83775
376.781	87.8379
376.859	87.83806
376.937	87.83598
377.015	87.83648
377.093	87.83456
377.187	87.83675
377.265	87.8355
377.343	87.83826
377.421	87.83632
377.499	87.83848
377.577	87.83752
377.655	87.83743
377.733	87.83689
377.811	87.8376
377.904	87.83762
377.982	87.83932
378.06	87.83895
378.154	87.84078
378.232	87.8393
378.31	87.84028
378.388	87.84258
378.466	87.83944
378.544	87.84304
378.622	87.84375
378.7	87.8437
378.778	87.84543
378.856	87.84573
378.919	87.8443
379.014	87.84483
379.108	87.84753
379.186	87.8455
379.264	87.84637
379.357	87.84715
379.435	87.84767
379.513	87.84365
379.591	87.84658
379.669	87.84733
379.747	87.84706
379.841	87.84765
379.919	87.84745
379.997	87.84851
380.09	87.8481
380.168	87.84727
380.246	87.84801
380.34	87.84828
380.418	87.84866
380.496	87.84857
380.592	87.84911
380.67	87.84936
380.748	87.85056
380.826	87.85052
380.904	87.85188
380.982	87.85127
381.075	87.85213
381.153	87.85248
381.231	87.8513
381.309	87.85107
381.387	87.85296
381.465	87.85258
381.559	87.85178
381.637	87.85159
381.715	87.8512
381.793	87.85583
381.871	87.85295
381.949	87.85386
382.027	87.85585
382.105	87.85533
382.183	87.85547
382.276	87.85562
382.354	87.85545
382.432	87.85448
382.526	87.85538
382.604	87.85444
382.682	87.85537
382.76	87.85332
382.838	87.85503
382.916	87.85732
382.994	87.85585
383.072	87.85699
383.15	87.85704
383.243	87.85832
383.321	87.85791
383.399	87.85787
383.477	87.85806
383.555	87.85703
383.633	87.85968
383.711	87.85958
383.789	87.86046
383.867	87.86095
383.961	87.86105
384.041	87.86208
384.119	87.86203
384.213	87.8615
384.291	87.86063
384.369	87.86333
384.447	87.86416
384.525	87.86407
384.603	87.86328
384.681	87.863
384.759	87.8634
384.837	87.86261
384.93	87.86221
385.008	87.86195
385.086	87.86287
385.18	87.86134
385.258	87.86228
385.336	87.86192
385.414	87.86282
385.492	87.86428
385.57	87.86234
385.663	87.86478
385.741	87.863
385.819	87.86316
385.897	87.8632
385.975	87.86356
386.053	87.86308
386.147	87.86378
386.225	87.86318
386.303	87.86293
386.381	87.86321
386.459	87.86281
386.537	87.86291
386.631	87.862
386.709	87.86272
386.787	87.86227
386.88	87.8604
386.958	87.86236
387.036	87.86172
387.13	87.86211
387.208	87.8636
387.286	87.8645
387.364	87.86261
387.442	87.8624
387.52	87.86201
387.613	87.86339
387.691	87.86337
387.769	87.86346
387.863	87.86459
387.941	87.86588
388.019	87.86513
388.113	87.86636
388.191	87.8658
388.269	87.86543
388.362	87.86528
388.44	87.86629
388.518	87.86507
388.612	87.86673
388.69	87.8671
388.768	87.86758
388.861	87.86582
388.939	87.87033
389.017	87.86815
389.095	87.8673
389.173	87.86742
389.251	87.86738
389.329	87.8702
389.407	87.86938
389.485	87.86832
389.563	87.86813
389.641	87.86961
389.719	87.87028
389.813	87.87027
389.891	87.8709
389.969	87.87136
390.047	87.87173
390.125	87.87085
390.203	87.87196
390.296	87.8716
390.374	87.87135
390.452	87.87208
390.53	87.87171
390.608	87.87154
390.686	87.87527
390.764	87.87233
390.842	87.8745
390.92	87.87435
390.998	87.87379
391.076	87.87311
391.154	87.8735
391.248	87.87477
391.326	87.87323
391.404	87.87428
391.498	87.87666
391.576	87.87555
391.654	87.87658
391.732	87.87589
391.81	87.87665
391.888	87.87733
391.966	87.87547
392.044	87.8769
392.122	87.87658
392.2	87.8774
392.278	87.87673
392.356	87.87488
392.434	87.87843
392.512	87.87627
392.59	87.8756
392.653	87.87663
392.747	87.87621
392.825	87.87722
392.903	87.87776
392.981	87.87813
393.059	87.87856
393.137	87.87749
393.215	87.87881
393.293	87.8807
393.371	87.87838
393.449	87.87978
393.527	87.87847
393.62	87.87855
393.698	87.87963
393.776	87.88039
393.87	87.88178
393.948	87.88102
394.026	87.88048
394.119	87.87985
394.197	87.88251
394.275	87.88013
394.369	87.88049
394.447	87.88248
394.525	87.88284
394.619	87.88229
394.697	87.88205
394.775	87.88243
394.868	87.87885
394.946	87.88083
395.024	87.8821
395.118	87.88291
