Fext	FextSD	Fgen	R	RSD	Theta	ThetaSD	Time
5.80216000000000000000e+005	0.00000000000000000000e+000	5.80214000000000000000e+005	9.13232999999999934897e-006	0.00000000000000000000e+000	5.18004999999999959925e+000	0.00000000000000000000e+000	2.85219999217661097646e+001
5.80216000000000000000e+005	0.00000000000000000000e+000	5.80216000000000000000e+005	8.97220000000000025701e-006	0.00000000000000000000e+000	6.37206999999999990081e+000	0.00000000000000000000e+000	2.87839999217540025711e+001
5.80220000000000000000e+005	0.00000000000000000000e+000	5.80218000000000000000e+005	9.41532999999999985815e-006	0.00000000000000000000e+000	5.70739999999999980673e+000	0.00000000000000000000e+000	2.90459999217418953776e+001
5.80221000000000000000e+005	0.00000000000000000000e+000	5.80220000000000000000e+005	8.97019000000000025423e-006	0.00000000000000000000e+000	7.51464999999999960778e+000	0.00000000000000000000e+000	2.93009999217465519905e+001
5.80223000000000000000e+005	0.00000000000000000000e+000	5.80222000000000000000e+005	8.99940000000000060645e-006	0.00000000000000000000e+000	6.75659000000000009578e+000	0.00000000000000000000e+000	2.95649999218294396996e+001
5.80225000000000000000e+005	0.00000000000000000000e+000	5.80224000000000000000e+005	8.89265000000000031561e-006	0.00000000000000000000e+000	8.42102000000000039392e+000	0.00000000000000000000e+000	2.98349999218480661511e+001
5.80226000000000000000e+005	0.00000000000000000000e+000	5.80226000000000000000e+005	8.96414999999999954634e-006	0.00000000000000000000e+000	8.65173000000000058662e+000	0.00000000000000000000e+000	3.00929999217623844743e+001
5.80229000000000000000e+005	0.00000000000000000000e+000	5.80228000000000000000e+005	9.01652000000000053740e-006	0.00000000000000000000e+000	9.06371999999999999886e+000	0.00000000000000000000e+000	3.03519999218406155705e+001
5.80231000000000000000e+005	0.00000000000000000000e+000	5.80230000000000000000e+005	8.98228000000000067549e-006	0.00000000000000000000e+000	9.61852999999999980218e+000	0.00000000000000000000e+000	3.06099999217549338937e+001
5.80233000000000000000e+005	0.00000000000000000000e+000	5.80232000000000000000e+005	8.94903999999999961816e-006	0.00000000000000000000e+000	9.82178000000000039904e+000	0.00000000000000000000e+000	3.08669999218545854092e+001
5.80235000000000000000e+005	0.00000000000000000000e+000	5.80234000000000000000e+005	8.98025999999999997316e-006	0.00000000000000000000e+000	1.06402999999999998693e+001	0.00000000000000000000e+000	3.11279999217949807644e+001
5.80238000000000000000e+005	0.00000000000000000000e+000	5.80236000000000000000e+005	8.93695999999999989645e-006	0.00000000000000000000e+000	1.09093999999999997641e+001	0.00000000000000000000e+000	3.13889999218517914414e+001
5.80239000000000000000e+005	0.00000000000000000000e+000	5.80238000000000000000e+005	8.91883000000000046136e-006	0.00000000000000000000e+000	1.16071000000000008612e+001	0.00000000000000000000e+000	3.16479999218136072159e+001
5.80242000000000000000e+005	0.00000000000000000000e+000	5.80240000000000000000e+005	9.07895000000000054784e-006	0.00000000000000000000e+000	1.17937999999999991729e+001	0.00000000000000000000e+000	3.19049999217968434095e+001
5.80244000000000000000e+005	0.00000000000000000000e+000	5.80242000000000000000e+005	9.04873999999999969698e-006	0.00000000000000000000e+000	1.25298999999999995936e+001	0.00000000000000000000e+000	3.21669999217847362161e+001
5.80245000000000000000e+005	0.00000000000000000000e+000	5.80244000000000000000e+005	8.96818000000000025145e-006	0.00000000000000000000e+000	1.21454000000000004178e+001	0.00000000000000000000e+000	3.24269999217940494418e+001
5.80246000000000000000e+005	0.00000000000000000000e+000	5.80246000000000000000e+005	8.98327999999999948007e-006	0.00000000000000000000e+000	1.29419000000000004036e+001	0.00000000000000000000e+000	3.26779999218415468931e+001
5.80248000000000000000e+005	0.00000000000000000000e+000	5.80248000000000000000e+005	9.06285000000000082057e-006	0.00000000000000000000e+000	1.32605000000000003979e+001	0.00000000000000000000e+000	3.29359999217558652163e+001
5.80252000000000000000e+005	0.00000000000000000000e+000	5.80250000000000000000e+005	9.11118999999999941246e-006	0.00000000000000000000e+000	1.32989999999999994884e+001	0.00000000000000000000e+000	3.31959999217651784420e+001
5.80253000000000000000e+005	0.00000000000000000000e+000	5.80252000000000000000e+005	9.02357000000000074942e-006	0.00000000000000000000e+000	1.38702000000000005286e+001	0.00000000000000000000e+000	3.34479999217437580228e+001
5.80256000000000000000e+005	0.00000000000000000000e+000	5.80254000000000000000e+005	9.16959999999999941735e-006	0.00000000000000000000e+000	1.45403999999999999915e+001	0.00000000000000000000e+000	3.37089999218005686998e+001
5.80257000000000000000e+005	0.00000000000000000000e+000	5.80256000000000000000e+005	9.13232999999999934897e-006	0.00000000000000000000e+000	1.48260000000000005116e+001	0.00000000000000000000e+000	3.39689999218098819256e+001
5.80259000000000000000e+005	0.00000000000000000000e+000	5.80258000000000000000e+005	9.16557000000000040630e-006	0.00000000000000000000e+000	1.49413999999999997925e+001	0.00000000000000000000e+000	3.42299999217502772808e+001
5.80261000000000000000e+005	0.00000000000000000000e+000	5.80260000000000000000e+005	9.21793000000000069781e-006	0.00000000000000000000e+000	1.49304000000000005599e+001	0.00000000000000000000e+000	3.44919999218545854092e+001
5.80263000000000000000e+005	0.00000000000000000000e+000	5.80262000000000000000e+005	9.19778999999999956588e-006	0.00000000000000000000e+000	1.50897000000000005571e+001	0.00000000000000000000e+000	3.47479999217903241515e+001
5.80265000000000000000e+005	0.00000000000000000000e+000	5.80264000000000000000e+005	9.24311000000000034492e-006	0.00000000000000000000e+000	1.56775000000000002132e+001	0.00000000000000000000e+000	3.50059999218210577965e+001
