TimeAll	TimeExperiment	R	Theta
3.356090e+002	2.563400e+001	6.533811e-005	-6.171038e+001
3.357030e+002	2.572800e+001	6.541851e-005	-6.187169e+001
3.358120e+002	2.583700e+001	6.529741e-005	-6.184459e+001
3.359060e+002	2.593100e+001	6.539623e-005	-6.191616e+001
3.359990e+002	2.602400e+001	6.536689e-005	-6.196276e+001
3.360930e+002	2.611800e+001	6.541018e-005	-6.188923e+001
3.362020e+002	2.622700e+001	6.534197e-005	-6.183364e+001
3.363110e+002	2.633600e+001	6.523092e-005	-6.186609e+001
3.364200e+002	2.644500e+001	6.526714e-005	-6.193039e+001
3.365140e+002	2.653900e+001	6.527593e-005	-6.181971e+001
3.366230e+002	2.664800e+001	6.526402e-005	-6.184594e+001
3.367170e+002	2.674200e+001	6.529577e-005	-6.181052e+001
3.368100e+002	2.683500e+001	6.536567e-005	-6.192644e+001
3.369040e+002	2.692900e+001	6.525566e-005	-6.189580e+001
3.370130e+002	2.703800e+001	6.526577e-005	-6.184467e+001
3.371220e+002	2.714700e+001	6.527980e-005	-6.194064e+001
3.372160e+002	2.724100e+001	6.526308e-005	-6.186472e+001
3.373250e+002	2.735000e+001	6.525683e-005	-6.186214e+001
3.374340e+002	2.745900e+001	6.537583e-005	-6.189677e+001
3.375280e+002	2.755300e+001	6.529281e-005	-6.192366e+001
3.376220e+002	2.764700e+001	6.523071e-005	-6.181387e+001
3.377150e+002	2.774000e+001	6.517999e-005	-6.191599e+001
3.378240e+002	2.784900e+001	6.518455e-005	-6.198370e+001
3.379180e+002	2.794300e+001	6.526655e-005	-6.192116e+001
3.380270e+002	2.805200e+001	6.514986e-005	-6.192321e+001
3.381360e+002	2.816100e+001	6.517523e-005	-6.193146e+001
3.382460e+002	2.827100e+001	6.525564e-005	-6.184336e+001
3.383550e+002	2.838000e+001	6.526138e-005	-6.195222e+001
3.384640e+002	2.848900e+001	6.520440e-005	-6.195088e+001
3.385730e+002	2.859800e+001	6.511805e-005	-6.195521e+001
3.386820e+002	2.870700e+001	6.516142e-005	-6.187897e+001
3.387760e+002	2.880100e+001	6.524097e-005	-6.186938e+001
3.388700e+002	2.889500e+001	6.520671e-005	-6.188170e+001
3.389790e+002	2.900400e+001	6.511642e-005	-6.188917e+001
3.390880e+002	2.911300e+001	6.524196e-005	-6.196742e+001
3.391820e+002	2.920700e+001	6.515833e-005	-6.192336e+001
3.392750e+002	2.930000e+001	6.513886e-005	-6.182119e+001
3.393840e+002	2.940900e+001	6.517851e-005	-6.195479e+001
3.394780e+002	2.950300e+001	6.522737e-005	-6.190902e+001
3.395870e+002	2.961200e+001	6.519143e-005	-6.197525e+001
3.396810e+002	2.970600e+001	6.519409e-005	-6.199186e+001
3.397740e+002	2.979900e+001	6.508963e-005	-6.194917e+001
3.398680e+002	2.989300e+001	6.500067e-005	-6.199585e+001
3.399620e+002	2.998700e+001	6.515384e-005	-6.197883e+001
3.400550e+002	3.008000e+001	6.516229e-005	-6.190651e+001
3.401640e+002	3.018900e+001	6.520758e-005	-6.185597e+001
3.402580e+002	3.028300e+001	6.518947e-005	-6.193129e+001
3.403520e+002	3.037700e+001	6.514195e-005	-6.197701e+001
3.404450e+002	3.047000e+001	6.513461e-005	-6.193900e+001
3.405540e+002	3.057900e+001	6.521490e-005	-6.188182e+001
3.406640e+002	3.068900e+001	6.505461e-005	-6.195428e+001
3.407570e+002	3.078200e+001	6.508602e-005	-6.196535e+001
3.408660e+002	3.089100e+001	6.507666e-005	-6.204249e+001
3.409760e+002	3.100100e+001	6.499991e-005	-6.193983e+001
3.410690e+002	3.109400e+001	6.513615e-005	-6.197133e+001
3.411630e+002	3.118800e+001	6.506756e-005	-6.192741e+001
3.412720e+002	3.129700e+001	6.506671e-005	-6.197623e+001
3.413810e+002	3.140600e+001	6.506521e-005	-6.200565e+001
3.414900e+002	3.151500e+001	6.511100e-005	-6.192456e+001
3.415840e+002	3.160900e+001	6.512128e-005	-6.194572e+001
3.416780e+002	3.170300e+001	6.498672e-005	-6.181543e+001
3.417710e+002	3.179600e+001	6.511162e-005	-6.197651e+001
3.418650e+002	3.189000e+001	6.506885e-005	-6.202517e+001
3.419580e+002	3.198300e+001	6.506557e-005	-6.191755e+001
3.420520e+002	3.207700e+001	6.507372e-005	-6.200393e+001
3.421610e+002	3.218600e+001	6.505710e-005	-6.198520e+001
3.422700e+002	3.229500e+001	6.493218e-005	-6.197945e+001
3.423640e+002	3.238900e+001	6.501696e-005	-6.199899e+001
3.424580e+002	3.248300e+001	6.505524e-005	-6.196046e+001
3.425510e+002	3.257600e+001	6.504132e-005	-6.198083e+001
3.426600e+002	3.268500e+001	6.504855e-005	-6.194128e+001
3.427700e+002	3.279500e+001	6.500087e-005	-6.196895e+001
3.428790e+002	3.290400e+001	6.494203e-005	-6.196387e+001
3.429880e+002	3.301300e+001	6.501155e-005	-6.195251e+001
3.430970e+002	3.312200e+001	6.502091e-005	-6.190332e+001
3.431910e+002	3.321600e+001	6.501096e-005	-6.202008e+001
3.432840e+002	3.330900e+001	6.502883e-005	-6.197115e+001
3.433780e+002	3.340300e+001	6.509664e-005	-6.198705e+001
3.434870e+002	3.351200e+001	6.509275e-005	-6.197633e+001
3.435810e+002	3.360600e+001	6.490626e-005	-6.192204e+001
3.436740e+002	3.369900e+001	6.498356e-005	-6.200832e+001
3.437840e+002	3.380900e+001	6.496219e-005	-6.205193e+001
3.438930e+002	3.391800e+001	6.494646e-005	-6.196841e+001
3.440020e+002	3.402700e+001	6.500648e-005	-6.196380e+001
3.441110e+002	3.413600e+001	6.504441e-005	-6.209241e+001
3.442050e+002	3.423000e+001	6.491526e-005	-6.201217e+001
3.442980e+002	3.432300e+001	6.499795e-005	-6.203233e+001
3.444080e+002	3.443300e+001	6.499245e-005	-6.208506e+001
3.445170e+002	3.454200e+001	6.497899e-005	-6.205386e+001
3.446100e+002	3.463500e+001	6.503693e-005	-6.200673e+001
3.447040e+002	3.472900e+001	6.499208e-005	-6.201464e+001
3.447980e+002	3.482300e+001	6.489977e-005	-6.196830e+001
3.448910e+002	3.491600e+001	6.498429e-005	-6.211682e+001
3.450000e+002	3.502500e+001	6.495582e-005	-6.197834e+001
3.450940e+002	3.511900e+001	6.497144e-005	-6.210638e+001
3.452030e+002	3.522800e+001	6.481224e-005	-6.202779e+001
3.452970e+002	3.532200e+001	6.494380e-005	-6.200225e+001
3.453900e+002	3.541500e+001	6.494830e-005	-6.203245e+001
3.455000e+002	3.552500e+001	6.490861e-005	-6.201237e+001
3.455930e+002	3.561800e+001	6.491553e-005	-6.209692e+001
3.456870e+002	3.571200e+001	6.495971e-005	-6.204737e+001
3.457800e+002	3.580500e+001	6.491783e-005	-6.205514e+001
3.458740e+002	3.589900e+001	6.489584e-005	-6.201828e+001
3.459830e+002	3.600800e+001	6.492523e-005	-6.200892e+001
3.460770e+002	3.610200e+001	6.482894e-005	-6.202153e+001
3.461860e+002	3.621100e+001	6.489474e-005	-6.201578e+001
3.462800e+002	3.630500e+001	6.490431e-005	-6.194741e+001
3.463730e+002	3.639800e+001	6.493440e-005	-6.194315e+001
3.464670e+002	3.649200e+001	6.498606e-005	-6.201564e+001
3.465760e+002	3.660100e+001	6.489323e-005	-6.202342e+001
3.466850e+002	3.671000e+001	6.487533e-005	-6.206862e+001
3.467940e+002	3.681900e+001	6.483487e-005	-6.196458e+001
3.469040e+002	3.692900e+001	6.486952e-005	-6.208366e+001
3.469970e+002	3.702200e+001	6.487060e-005	-6.201823e+001
3.471060e+002	3.713100e+001	6.475481e-005	-6.204295e+001
3.472160e+002	3.724100e+001	6.491294e-005	-6.198677e+001
3.473250e+002	3.735000e+001	6.477746e-005	-6.202597e+001
3.474180e+002	3.744300e+001	6.484601e-005	-6.204926e+001
3.475280e+002	3.755300e+001	6.493545e-005	-6.199405e+001
3.476370e+002	3.766200e+001	6.482437e-005	-6.203169e+001
3.477460e+002	3.777100e+001	6.483201e-005	-6.210453e+001
3.478550e+002	3.788000e+001	6.484255e-005	-6.205080e+001
3.479640e+002	3.798900e+001	6.477343e-005	-6.205931e+001
3.480740e+002	3.809900e+001	6.491713e-005	-6.209890e+001
3.481830e+002	3.820800e+001	6.482795e-005	-6.207932e+001
3.482920e+002	3.831700e+001	6.476309e-005	-6.198193e+001
3.484010e+002	3.842600e+001	6.483404e-005	-6.206607e+001
3.484950e+002	3.852000e+001	6.489811e-005	-6.209724e+001
3.486040e+002	3.862900e+001	6.468014e-005	-6.210526e+001
3.487130e+002	3.873800e+001	6.482407e-005	-6.206143e+001
3.488070e+002	3.883200e+001	6.482608e-005	-6.214309e+001
3.489000e+002	3.892500e+001	6.483457e-005	-6.205460e+001
3.489940e+002	3.901900e+001	6.479141e-005	-6.210881e+001
3.490880e+002	3.911300e+001	6.483027e-005	-6.208534e+001
3.491810e+002	3.920600e+001	6.485038e-005	-6.213853e+001
3.492750e+002	3.930000e+001	6.468874e-005	-6.203585e+001
3.493680e+002	3.939300e+001	6.479127e-005	-6.204644e+001
3.494620e+002	3.948700e+001	6.469714e-005	-6.210165e+001
3.495710e+002	3.959600e+001	6.481285e-005	-6.206700e+001
3.496650e+002	3.969000e+001	6.482394e-005	-6.209929e+001
3.497740e+002	3.979900e+001	6.480441e-005	-6.208382e+001
3.498680e+002	3.989300e+001	6.481002e-005	-6.206253e+001
3.499610e+002	3.998600e+001	6.475514e-005	-6.209212e+001
3.500550e+002	4.008000e+001	6.475661e-005	-6.213398e+001
3.501640e+002	4.018900e+001	6.480275e-005	-6.202290e+001
3.502730e+002	4.029800e+001	6.469378e-005	-6.206618e+001
3.503670e+002	4.039200e+001	6.469879e-005	-6.199488e+001
3.504760e+002	4.050100e+001	6.470950e-005	-6.210629e+001
3.505700e+002	4.059500e+001	6.474048e-005	-6.204068e+001
3.506630e+002	4.068800e+001	6.475669e-005	-6.209515e+001
3.507570e+002	4.078200e+001	6.466310e-005	-6.209821e+001
3.508660e+002	4.089100e+001	6.467850e-005	-6.207627e+001
3.509600e+002	4.098500e+001	6.479505e-005	-6.210026e+001
3.510530e+002	4.107800e+001	6.476762e-005	-6.206495e+001
3.511630e+002	4.118800e+001	6.468695e-005	-6.207462e+001
3.512720e+002	4.129700e+001	6.470447e-005	-6.210044e+001
3.513810e+002	4.140600e+001	6.466454e-005	-6.204283e+001
3.514750e+002	4.150000e+001	6.462613e-005	-6.214221e+001
3.515680e+002	4.159300e+001	6.467714e-005	-6.211127e+001
3.516620e+002	4.168700e+001	6.456595e-005	-6.216763e+001
3.517550e+002	4.178000e+001	6.462820e-005	-6.208008e+001
3.518490e+002	4.187400e+001	6.470889e-005	-6.212111e+001
3.519580e+002	4.198300e+001	6.463966e-005	-6.205988e+001
3.520520e+002	4.207700e+001	6.459657e-005	-6.205381e+001
3.521450e+002	4.217000e+001	6.460321e-005	-6.205633e+001
3.522390e+002	4.226400e+001	6.466613e-005	-6.207505e+001
3.523330e+002	4.235800e+001	6.473997e-005	-6.209054e+001
3.524260e+002	4.245100e+001	6.461931e-005	-6.208858e+001
3.525350e+002	4.256000e+001	6.467648e-005	-6.203618e+001
3.526290e+002	4.265400e+001	6.459920e-005	-6.208494e+001
3.527230e+002	4.274800e+001	6.457438e-005	-6.201534e+001
3.528320e+002	4.285700e+001	6.460009e-005	-6.215049e+001
