TimeAll	TimeExperiment	R	Theta
1.467690e+002	1.537100e+001	6.354808e-005	-6.228782e+001
1.468780e+002	1.548000e+001	6.342108e-005	-6.234312e+001
1.469870e+002	1.558900e+001	6.341896e-005	-6.229487e+001
1.470810e+002	1.568300e+001	6.323093e-005	-6.231436e+001
1.471900e+002	1.579200e+001	6.318128e-005	-6.230764e+001
1.472990e+002	1.590100e+001	6.331403e-005	-6.233950e+001
1.474080e+002	1.601000e+001	6.329098e-005	-6.219987e+001
1.475020e+002	1.610400e+001	6.324355e-005	-6.227025e+001
1.476110e+002	1.621300e+001	6.316212e-005	-6.220092e+001
1.477200e+002	1.632200e+001	6.308280e-005	-6.214459e+001
1.478290e+002	1.643100e+001	6.322490e-005	-6.221529e+001
1.479390e+002	1.654100e+001	6.302992e-005	-6.223503e+001
1.480320e+002	1.663400e+001	6.307702e-005	-6.218095e+001
1.481090e+002	1.671100e+001	6.307713e-005	-6.226643e+001
