TimeAll	TimeExperiment	R	Theta
4.345500e+001	7.900000e-002	6.693176e-005	-6.049433e+001
4.354700e+001	1.710000e-001	6.685827e-005	-6.070209e+001
4.363600e+001	2.600000e-001	6.682702e-005	-6.066430e+001
4.373200e+001	3.559999e-001	6.684630e-005	-6.073055e+001
4.382500e+001	4.489999e-001	6.689665e-005	-6.082059e+001
4.391700e+001	5.409999e-001	6.682023e-005	-6.077392e+001
4.401100e+001	6.350000e-001	6.684630e-005	-6.082904e+001
4.410200e+001	7.260001e-001	6.677103e-005	-6.086205e+001
4.420100e+001	8.250000e-001	6.676350e-005	-6.100365e+001
4.429300e+001	9.170001e-001	6.670172e-005	-6.104616e+001
4.438500e+001	1.009000e+000	6.677102e-005	-6.110448e+001
4.448200e+001	1.106000e+000	6.679600e-005	-6.106350e+001
4.457700e+001	1.201000e+000	6.675348e-005	-6.105632e+001
4.467100e+001	1.295000e+000	6.666769e-005	-6.124178e+001
4.476400e+001	1.388000e+000	6.673197e-005	-6.128323e+001
4.485800e+001	1.482000e+000	6.667582e-005	-6.129374e+001
4.495100e+001	1.575000e+000	6.651237e-005	-6.138167e+001
4.509400e+001	1.718000e+000	6.662641e-005	-6.139956e+001
4.520300e+001	1.827000e+000	6.652228e-005	-6.145756e+001
4.529700e+001	1.921000e+000	6.642126e-005	-6.149971e+001
4.536400e+001	1.988000e+000	6.647599e-005	-6.153940e+001
4.545500e+001	2.079000e+000	6.650055e-005	-6.155968e+001
4.554700e+001	2.171000e+000	6.628715e-005	-6.160117e+001
4.563800e+001	2.262000e+000	6.626453e-005	-6.166752e+001
4.573200e+001	2.356000e+000	6.629388e-005	-6.162509e+001
4.582100e+001	2.445000e+000	6.623504e-005	-6.185220e+001
4.592100e+001	2.545000e+000	6.610872e-005	-6.190899e+001
4.601400e+001	2.638000e+000	6.616714e-005	-6.186635e+001
4.610400e+001	2.728000e+000	6.610752e-005	-6.188202e+001
4.619500e+001	2.819000e+000	6.602595e-005	-6.189608e+001
4.628600e+001	2.910000e+000	6.585180e-005	-6.211152e+001
4.637800e+001	3.002000e+000	6.594315e-005	-6.211322e+001
4.647200e+001	3.096000e+000	6.584808e-005	-6.201209e+001
4.656600e+001	3.190000e+000	6.580860e-005	-6.209504e+001
4.666000e+001	3.284000e+000	6.585199e-005	-6.220528e+001
4.675400e+001	3.378000e+000	6.571609e-005	-6.217603e+001
4.689600e+001	3.520000e+000	6.564883e-005	-6.219861e+001
4.699000e+001	3.614000e+000	6.555980e-005	-6.230599e+001
4.708400e+001	3.708000e+000	6.551169e-005	-6.229104e+001
4.717700e+001	3.801000e+000	6.539451e-005	-6.235680e+001
4.728600e+001	3.910000e+000	6.537967e-005	-6.239616e+001
4.738000e+001	4.004000e+000	6.517905e-005	-6.235247e+001
4.748900e+001	4.113000e+000	6.512010e-005	-6.242396e+001
4.759800e+001	4.222000e+000	6.515888e-005	-6.249040e+001
4.770800e+001	4.332000e+000	6.501256e-005	-6.253368e+001
4.781700e+001	4.441000e+000	6.497166e-005	-6.260019e+001
4.792600e+001	4.550000e+000	6.484288e-005	-6.257281e+001
4.802000e+001	4.644000e+000	6.473956e-005	-6.249026e+001
4.812900e+001	4.753000e+000	6.473672e-005	-6.258503e+001
4.823800e+001	4.862000e+000	6.453112e-005	-6.259755e+001
4.833200e+001	4.956000e+000	6.453444e-005	-6.268502e+001
4.842500e+001	5.049000e+000	6.432494e-005	-6.265277e+001
4.853400e+001	5.158000e+000	6.421818e-005	-6.263582e+001
4.862800e+001	5.252000e+000	6.420841e-005	-6.265295e+001
4.872200e+001	5.346000e+000	6.416331e-005	-6.276349e+001
4.881500e+001	5.439000e+000	6.395511e-005	-6.262875e+001
4.892400e+001	5.548000e+000	6.394113e-005	-6.260646e+001
4.903400e+001	5.658000e+000	6.381704e-005	-6.262330e+001
4.914300e+001	5.767000e+000	6.378183e-005	-6.268936e+001
4.925200e+001	5.876000e+000	6.351498e-005	-6.261991e+001
4.936100e+001	5.985000e+000	6.348054e-005	-6.258173e+001
4.945500e+001	6.079000e+000	6.340341e-005	-6.260878e+001
4.956400e+001	6.188000e+000	6.328122e-005	-6.257844e+001
4.965800e+001	6.282000e+000	6.325803e-005	-6.251082e+001
4.976700e+001	6.391000e+000	6.326690e-005	-6.243005e+001
4.986000e+001	6.484000e+000	6.298377e-005	-6.238842e+001
4.997000e+001	6.594000e+000	6.296520e-005	-6.248581e+001
5.007900e+001	6.703000e+000	6.286295e-005	-6.243401e+001
5.014700e+001	6.771000e+000	6.276924e-005	-6.233711e+001
