TimeAll	TimeExperiment	R	Theta
7.427200e+001	8.099985e-002	6.704395e-005	-6.035765e+001
7.436500e+001	1.740000e-001	6.700133e-005	-6.042421e+001
7.449400e+001	3.030000e-001	6.701481e-005	-6.042365e+001
7.460300e+001	4.119999e-001	6.688847e-005	-6.053025e+001
7.469700e+001	5.059998e-001	6.694241e-005	-6.046631e+001
7.479000e+001	5.990000e-001	6.690340e-005	-6.057727e+001
7.488400e+001	6.929998e-001	6.697653e-005	-6.061861e+001
7.497700e+001	7.860000e-001	6.697879e-005	-6.061337e+001
7.507100e+001	8.799999e-001	6.696670e-005	-6.066356e+001
7.518000e+001	9.889998e-001	6.696887e-005	-6.072706e+001
7.528900e+001	1.098000e+000	6.700466e-005	-6.071920e+001
7.539900e+001	1.208000e+000	6.692823e-005	-6.079065e+001
7.549200e+001	1.301000e+000	6.690006e-005	-6.089715e+001
7.558600e+001	1.395000e+000	6.693215e-005	-6.079442e+001
7.567900e+001	1.488000e+000	6.681574e-005	-6.088314e+001
7.577300e+001	1.582000e+000	6.689725e-005	-6.091273e+001
7.588200e+001	1.691000e+000	6.677853e-005	-6.101507e+001
7.599100e+001	1.800000e+000	6.671421e-005	-6.099999e+001
7.610100e+001	1.910000e+000	6.680744e-005	-6.108617e+001
7.621000e+001	2.019000e+000	6.670691e-005	-6.110519e+001
7.631900e+001	2.128000e+000	6.665326e-005	-6.116463e+001
7.642800e+001	2.237000e+000	6.670769e-005	-6.116022e+001
7.652200e+001	2.331000e+000	6.675789e-005	-6.125105e+001
7.661500e+001	2.424000e+000	6.662713e-005	-6.129744e+001
7.670900e+001	2.518000e+000	6.667116e-005	-6.140748e+001
7.681800e+001	2.627000e+000	6.652687e-005	-6.141635e+001
7.691200e+001	2.721000e+000	6.648454e-005	-6.145744e+001
7.702100e+001	2.830000e+000	6.654745e-005	-6.148109e+001
7.713000e+001	2.939000e+000	6.670992e-005	-6.151784e+001
7.722400e+001	3.033000e+000	6.646837e-005	-6.159869e+001
7.731700e+001	3.126000e+000	6.653812e-005	-6.159559e+001
7.741100e+001	3.220000e+000	6.640320e-005	-6.168487e+001
7.752000e+001	3.329000e+000	6.636155e-005	-6.173350e+001
7.761400e+001	3.423000e+000	6.623269e-005	-6.174635e+001
7.770700e+001	3.516000e+000	6.623353e-005	-6.170296e+001
7.780100e+001	3.610000e+000	6.626374e-005	-6.180393e+001
7.789500e+001	3.704000e+000	6.620749e-005	-6.182409e+001
7.798800e+001	3.797000e+000	6.610099e-005	-6.181431e+001
7.809700e+001	3.906000e+000	6.609982e-005	-6.197743e+001
7.820700e+001	4.016000e+000	6.611580e-005	-6.206565e+001
7.831600e+001	4.125000e+000	6.597945e-005	-6.198211e+001
7.842500e+001	4.234000e+000	6.597632e-005	-6.196254e+001
7.851900e+001	4.328000e+000	6.587396e-005	-6.204266e+001
7.861200e+001	4.421000e+000	6.590391e-005	-6.224122e+001
7.870600e+001	4.515000e+000	6.576615e-005	-6.218303e+001
7.879900e+001	4.608000e+000	6.571827e-005	-6.217252e+001
7.890900e+001	4.718000e+000	6.558583e-005	-6.221748e+001
7.901800e+001	4.827000e+000	6.561741e-005	-6.221910e+001
7.911100e+001	4.920000e+000	6.550810e-005	-6.236066e+001
7.922100e+001	5.030000e+000	6.548805e-005	-6.228790e+001
7.933000e+001	5.139000e+000	6.537080e-005	-6.234862e+001
7.943900e+001	5.248000e+000	6.534821e-005	-6.237889e+001
7.953300e+001	5.342000e+000	6.534474e-005	-6.251470e+001
7.962600e+001	5.435000e+000	6.526920e-005	-6.247780e+001
7.972000e+001	5.529000e+000	6.523598e-005	-6.248739e+001
7.981300e+001	5.622000e+000	6.516554e-005	-6.249982e+001
7.992300e+001	5.732000e+000	6.500303e-005	-6.255598e+001
8.001600e+001	5.825000e+000	6.492182e-005	-6.244495e+001
8.012500e+001	5.934000e+000	6.484782e-005	-6.262207e+001
8.023500e+001	6.044000e+000	6.481101e-005	-6.264311e+001
8.032800e+001	6.137000e+000	6.464914e-005	-6.264276e+001
8.042200e+001	6.231000e+000	6.462259e-005	-6.263718e+001
8.053100e+001	6.340000e+000	6.457298e-005	-6.268347e+001
8.064000e+001	6.449000e+000	6.453169e-005	-6.265701e+001
8.073400e+001	6.543000e+000	6.445585e-005	-6.259849e+001
8.084300e+001	6.652000e+000	6.439968e-005	-6.265333e+001
8.095200e+001	6.761000e+000	6.422798e-005	-6.268390e+001
8.104600e+001	6.855000e+000	6.411548e-005	-6.266766e+001
8.115500e+001	6.964000e+000	6.410400e-005	-6.275978e+001
8.124900e+001	7.058000e+000	6.404065e-005	-6.271889e+001
8.134200e+001	7.151000e+000	6.385279e-005	-6.271663e+001
8.143600e+001	7.245000e+000	6.383310e-005	-6.266537e+001
8.152900e+001	7.338000e+000	6.376594e-005	-6.264016e+001
8.162300e+001	7.432000e+000	6.374333e-005	-6.257478e+001
8.171700e+001	7.526000e+000	6.375889e-005	-6.269756e+001
8.181000e+001	7.619000e+000	6.363483e-005	-6.267602e+001
8.190400e+001	7.713000e+000	6.361696e-005	-6.267594e+001
8.201300e+001	7.822000e+000	6.350256e-005	-6.251935e+001
8.210700e+001	7.916000e+000	6.341864e-005	-6.258712e+001
8.220000e+001	8.009000e+000	6.342705e-005	-6.270777e+001
8.229400e+001	8.103000e+000	6.332447e-005	-6.258796e+001
8.240300e+001	8.212000e+000	6.328478e-005	-6.256175e+001
8.251200e+001	8.321000e+000	6.309573e-005	-6.246291e+001
8.262100e+001	8.430000e+000	6.305678e-005	-6.252687e+001
8.273100e+001	8.540000e+000	6.290809e-005	-6.248324e+001
8.284000e+001	8.649000e+000	6.291077e-005	-6.244910e+001
8.294900e+001	8.758000e+000	6.285433e-005	-6.237924e+001
8.304300e+001	8.852000e+000	6.273982e-005	-6.236687e+001
8.315200e+001	8.961000e+000	6.262520e-005	-6.235494e+001
8.324500e+001	9.054000e+000	6.245471e-005	-6.239755e+001
8.331100e+001	9.120000e+000	6.258553e-005	-6.237979e+001
