Time1	2B
1.31618000040063634515e+002	2.28629999999999995453e+001
1.31701000040047802031e+002	2.28629999999999995453e+001
1.31781000040005892515e+002	2.28649999999999984368e+001
1.31861000040080398321e+002	2.28649999999999984368e+001
1.31980000040028244257e+002	2.28649999999999984368e+001
1.32074000040069222450e+002	2.28719999999999998863e+001
1.32167000040062703192e+002	2.28739999999999987779e+001
1.32261000040103681386e+002	2.28780000000000001137e+001
1.32354000040097162127e+002	2.28799999999999990052e+001
1.32448000040021724999e+002	2.28799999999999990052e+001
1.32542000040062703192e+002	2.28810000000000002274e+001
1.32635000040056183934e+002	2.28870000000000004547e+001
1.32729000040097162127e+002	2.28909999999999982379e+001
1.32822000040090642869e+002	2.28930000000000006821e+001
1.32916000040015205741e+002	2.28930000000000006821e+001
1.33010000040056183934e+002	2.28949999999999995737e+001
1.33103000040049664676e+002	2.28990000000000009095e+001
1.33197000040090642869e+002	2.29039999999999999147e+001
1.33290000040084123611e+002	2.29039999999999999147e+001
1.33384000040008686483e+002	2.29070000000000000284e+001
1.33478000040049664676e+002	2.29070000000000000284e+001
1.33571000040043145418e+002	2.29110000000000013642e+001
1.33665000040084123611e+002	2.29170000000000015916e+001
1.33758000040077604353e+002	2.29170000000000015916e+001
1.33852000040002167225e+002	2.29170000000000015916e+001
1.33946000040043145418e+002	2.29209999999999993747e+001
1.34039000040036626160e+002	2.29250000000000007105e+001
1.34133000040077604353e+002	2.29250000000000007105e+001
1.34227000040002167225e+002	2.29280000000000008242e+001
1.34320000040112063289e+002	2.29299999999999997158e+001
1.34414000040036626160e+002	2.29340000000000010516e+001
1.34507000040030106902e+002	2.29349999999999987210e+001
1.34601000040071085095e+002	2.29349999999999987210e+001
1.34695000040112063289e+002	2.29400000000000012790e+001
1.34788000040105544031e+002	2.29420000000000001705e+001
1.34882000040030106902e+002	2.29469999999999991758e+001
1.34975000040023587644e+002	2.29469999999999991758e+001
1.35069000040064565837e+002	2.29480000000000003979e+001
1.35163000040105544031e+002	2.29540000000000006253e+001
1.35256000040099024773e+002	2.29570000000000007390e+001
1.35350000040023587644e+002	2.29549999999999982947e+001
1.35443000040017068386e+002	2.29549999999999982947e+001
1.35537000040058046579e+002	2.29600000000000008527e+001
1.35631000040099024773e+002	2.29639999999999986358e+001
1.35724000040092505515e+002	2.29669999999999987494e+001
1.35818000040017068386e+002	2.29669999999999987494e+001
1.35911000040010549128e+002	2.29699999999999988631e+001
1.36005000040051527321e+002	2.29740000000000001990e+001
