TimeAll	TimeExperiment	R	Theta
2.540740e+002	8.100009e-002	6.653558e-005	-6.057526e+001
2.542010e+002	2.080002e-001	6.641512e-005	-6.064739e+001
2.543100e+002	3.170002e-001	6.640390e-005	-6.071450e+001
2.544040e+002	4.110000e-001	6.658728e-005	-6.060691e+001
2.544980e+002	5.050001e-001	6.635271e-005	-6.061977e+001
2.545910e+002	5.980000e-001	6.646170e-005	-6.060739e+001
2.546850e+002	6.920002e-001	6.650450e-005	-6.065583e+001
2.547940e+002	8.010001e-001	6.649533e-005	-6.065561e+001
2.548880e+002	8.950002e-001	6.647164e-005	-6.058797e+001
2.549810e+002	9.880002e-001	6.643643e-005	-6.062290e+001
2.550750e+002	1.082000e+000	6.649588e-005	-6.058478e+001
2.551840e+002	1.191000e+000	6.646023e-005	-6.058024e+001
2.552930e+002	1.300000e+000	6.636898e-005	-6.065343e+001
2.553870e+002	1.394000e+000	6.638831e-005	-6.072611e+001
2.554960e+002	1.503000e+000	6.652700e-005	-6.068298e+001
2.555900e+002	1.597000e+000	6.647998e-005	-6.059696e+001
2.556830e+002	1.690000e+000	6.646146e-005	-6.056581e+001
2.557920e+002	1.799000e+000	6.643940e-005	-6.077552e+001
2.558860e+002	1.893000e+000	6.648309e-005	-6.075333e+001
2.559800e+002	1.987000e+000	6.636172e-005	-6.075814e+001
2.560890e+002	2.096000e+000	6.642555e-005	-6.069524e+001
2.561980e+002	2.205000e+000	6.637712e-005	-6.073913e+001
2.562920e+002	2.299000e+000	6.649192e-005	-6.075977e+001
2.563850e+002	2.392000e+000	6.640815e-005	-6.075274e+001
2.564940e+002	2.501000e+000	6.645946e-005	-6.073280e+001
2.565590e+002	2.566000e+000	6.633005e-005	-6.078198e+001
2.566540e+002	2.661000e+000	6.632017e-005	-6.070510e+001
2.567430e+002	2.750000e+000	6.635304e-005	-6.081699e+001
2.568360e+002	2.843000e+000	6.624038e-005	-6.067213e+001
2.569260e+002	2.933000e+000	6.637943e-005	-6.075548e+001
2.570180e+002	3.025000e+000	6.645193e-005	-6.068311e+001
2.571080e+002	3.115000e+000	6.645068e-005	-6.078545e+001
2.572000e+002	3.207000e+000	6.636865e-005	-6.075422e+001
2.572930e+002	3.300000e+000	6.635780e-005	-6.084989e+001
2.573860e+002	3.393000e+000	6.643691e-005	-6.078869e+001
2.574870e+002	3.494000e+000	6.634116e-005	-6.080058e+001
2.575810e+002	3.588000e+000	6.632508e-005	-6.081157e+001
2.576740e+002	3.681000e+000	6.631818e-005	-6.081445e+001
2.577670e+002	3.774000e+000	6.640502e-005	-6.074068e+001
2.578600e+002	3.867000e+000	6.644020e-005	-6.072927e+001
2.579560e+002	3.963000e+000	6.634050e-005	-6.076397e+001
2.580480e+002	4.055000e+000	6.638507e-005	-6.087024e+001
2.581400e+002	4.147000e+000	6.641392e-005	-6.081002e+001
2.582310e+002	4.238000e+000	6.640393e-005	-6.083144e+001
2.583250e+002	4.332000e+000	6.629371e-005	-6.093570e+001
2.584270e+002	4.434000e+000	6.631015e-005	-6.074003e+001
2.585210e+002	4.528000e+000	6.638624e-005	-6.076997e+001
2.586120e+002	4.619000e+000	6.622949e-005	-6.084394e+001
2.587050e+002	4.712000e+000	6.638313e-005	-6.084258e+001
2.587980e+002	4.805000e+000	6.633272e-005	-6.078029e+001
2.588950e+002	4.902000e+000	6.634150e-005	-6.081388e+001
2.589870e+002	4.994000e+000	6.632973e-005	-6.088620e+001
2.591150e+002	5.122000e+000	6.629925e-005	-6.081060e+001
2.592080e+002	5.215000e+000	6.629694e-005	-6.082497e+001
2.593020e+002	5.309000e+000	6.623643e-005	-6.089888e+001
2.594110e+002	5.418000e+000	6.630024e-005	-6.085395e+001
2.595050e+002	5.512000e+000	6.622855e-005	-6.089428e+001
2.596140e+002	5.621000e+000	6.628290e-005	-6.091290e+001
2.597230e+002	5.730000e+000	6.625958e-005	-6.083498e+001
2.598170e+002	5.824000e+000	6.626865e-005	-6.089645e+001
2.599260e+002	5.933000e+000	6.633563e-005	-6.094485e+001
2.600350e+002	6.042000e+000	6.621744e-005	-6.095963e+001
2.601290e+002	6.136000e+000	6.621923e-005	-6.089914e+001
2.602220e+002	6.229000e+000	6.622699e-005	-6.094160e+001
2.603160e+002	6.323000e+000	6.621925e-005	-6.098478e+001
2.604250e+002	6.432000e+000	6.626052e-005	-6.092174e+001
2.604930e+002	6.500000e+000	6.627892e-005	-6.097398e+001
2.605870e+002	6.594000e+000	6.624316e-005	-6.091928e+001
2.607150e+002	6.722000e+000	6.629665e-005	-6.102609e+001
2.608240e+002	6.831000e+000	6.642946e-005	-6.095612e+001
2.609180e+002	6.925000e+000	6.625277e-005	-6.104676e+001
2.610110e+002	7.018000e+000	6.628302e-005	-6.098725e+001
2.610820e+002	7.089000e+000	6.619927e-005	-6.097850e+001
2.611740e+002	7.181000e+000	6.623576e-005	-6.094075e+001
2.612650e+002	7.272000e+000	6.623034e-005	-6.103558e+001
2.613580e+002	7.365000e+000	6.625550e-005	-6.104953e+001
2.614480e+002	7.455000e+000	6.624882e-005	-6.100877e+001
2.615390e+002	7.546000e+000	6.617495e-005	-6.109218e+001
2.616670e+002	7.674000e+000	6.619937e-005	-6.105367e+001
2.617610e+002	7.768000e+000	6.624968e-005	-6.106584e+001
2.618540e+002	7.861000e+000	6.614143e-005	-6.115680e+001
2.619480e+002	7.955000e+000	6.625379e-005	-6.105107e+001
2.620570e+002	8.064000e+000	6.625040e-005	-6.096115e+001
2.621510e+002	8.158000e+000	6.620242e-005	-6.106819e+001
2.622440e+002	8.251000e+000	6.621450e-005	-6.106524e+001
2.623380e+002	8.345000e+000	6.616062e-005	-6.106418e+001
2.624310e+002	8.438000e+000	6.611161e-005	-6.107017e+001
2.625250e+002	8.532000e+000	6.621917e-005	-6.107259e+001
2.626190e+002	8.626000e+000	6.617294e-005	-6.103692e+001
2.627120e+002	8.719000e+000	6.622067e-005	-6.096645e+001
2.628060e+002	8.813000e+000	6.612862e-005	-6.107457e+001
2.628990e+002	8.906000e+000	6.616485e-005	-6.107676e+001
2.630090e+002	9.016000e+000	6.614319e-005	-6.111867e+001
2.631020e+002	9.109000e+000	6.612396e-005	-6.105838e+001
2.631960e+002	9.203000e+000	6.614243e-005	-6.115680e+001
2.633050e+002	9.312000e+000	6.612190e-005	-6.110873e+001
2.634140e+002	9.421000e+000	6.613234e-005	-6.108620e+001
2.635230e+002	9.530000e+000	6.618586e-005	-6.114420e+001
2.636330e+002	9.640000e+000	6.617121e-005	-6.119720e+001
2.637420e+002	9.749000e+000	6.618432e-005	-6.111963e+001
2.638510e+002	9.858000e+000	6.614903e-005	-6.107409e+001
2.639600e+002	9.967000e+000	6.603313e-005	-6.112389e+001
