TimeAll	TimeExperiment	R	Theta
3.558600e+001	8.100009e-002	6.687425e-005	-6.063343e+001
3.571400e+001	2.090001e-001	6.692213e-005	-6.066006e+001
3.580800e+001	3.030000e-001	6.686816e-005	-6.071659e+001
3.590100e+001	3.959999e-001	6.691750e-005	-6.074545e+001
3.599500e+001	4.900000e-001	6.686349e-005	-6.081019e+001
3.608800e+001	5.829999e-001	6.672981e-005	-6.092743e+001
3.619800e+001	6.930001e-001	6.691362e-005	-6.088324e+001
3.630700e+001	8.020000e-001	6.679556e-005	-6.087468e+001
3.640000e+001	8.950000e-001	6.670435e-005	-6.097778e+001
3.651000e+001	1.005000e+000	6.685047e-005	-6.100435e+001
3.661900e+001	1.114000e+000	6.666793e-005	-6.104849e+001
3.672800e+001	1.223000e+000	6.676684e-005	-6.110308e+001
3.683700e+001	1.332000e+000	6.670929e-005	-6.116160e+001
3.694600e+001	1.441000e+000	6.674870e-005	-6.117290e+001
3.705600e+001	1.551000e+000	6.660199e-005	-6.124581e+001
3.716500e+001	1.660000e+000	6.663355e-005	-6.130333e+001
3.727400e+001	1.769000e+000	6.665140e-005	-6.128085e+001
3.736800e+001	1.863000e+000	6.663491e-005	-6.147657e+001
3.747700e+001	1.972000e+000	6.654158e-005	-6.139878e+001
3.758600e+001	2.081000e+000	6.651753e-005	-6.152927e+001
3.769500e+001	2.190000e+000	6.652014e-005	-6.159823e+001
3.780400e+001	2.299000e+000	6.637652e-005	-6.154214e+001
3.791400e+001	2.409000e+000	6.641587e-005	-6.161682e+001
3.800700e+001	2.502000e+000	6.630203e-005	-6.173751e+001
3.810100e+001	2.596000e+000	6.639117e-005	-6.175414e+001
3.821000e+001	2.705000e+000	6.622305e-005	-6.172997e+001
3.831900e+001	2.814000e+000	6.631400e-005	-6.175662e+001
3.841300e+001	2.908000e+000	6.623039e-005	-6.176620e+001
3.852200e+001	3.017000e+000	6.620541e-005	-6.194277e+001
3.861600e+001	3.111000e+000	6.607896e-005	-6.200605e+001
3.870900e+001	3.204000e+000	6.598536e-005	-6.190073e+001
3.881800e+001	3.313000e+000	6.590218e-005	-6.201477e+001
3.892800e+001	3.423000e+000	6.599178e-005	-6.207193e+001
3.902100e+001	3.516000e+000	6.584937e-005	-6.212629e+001
3.911500e+001	3.610000e+000	6.581468e-005	-6.215683e+001
3.922400e+001	3.719000e+000	6.577660e-005	-6.217923e+001
3.931800e+001	3.813000e+000	6.562691e-005	-6.224642e+001
3.942700e+001	3.922000e+000	6.559776e-005	-6.227024e+001
3.953600e+001	4.031000e+000	6.555097e-005	-6.232437e+001
3.964500e+001	4.140000e+000	6.544161e-005	-6.233720e+001
3.973900e+001	4.234000e+000	6.536991e-005	-6.243427e+001
3.984800e+001	4.343000e+000	6.531040e-005	-6.245083e+001
3.995700e+001	4.452000e+000	6.512539e-005	-6.252382e+001
4.006600e+001	4.561000e+000	6.511356e-005	-6.247097e+001
4.017600e+001	4.671000e+000	6.501561e-005	-6.254359e+001
4.028500e+001	4.780000e+000	6.494623e-005	-6.260481e+001
4.037800e+001	4.873000e+000	6.487038e-005	-6.260569e+001
4.048800e+001	4.983000e+000	6.470722e-005	-6.250021e+001
4.058100e+001	5.076000e+000	6.467575e-005	-6.265990e+001
4.069000e+001	5.185000e+000	6.454661e-005	-6.258173e+001
4.080000e+001	5.295000e+000	6.453028e-005	-6.259491e+001
4.089300e+001	5.388000e+000	6.441003e-005	-6.264503e+001
4.098700e+001	5.482000e+000	6.434459e-005	-6.260131e+001
4.109600e+001	5.591000e+000	6.426475e-005	-6.265416e+001
4.120500e+001	5.700000e+000	6.419259e-005	-6.266168e+001
4.131400e+001	5.809000e+000	6.396700e-005	-6.266905e+001
4.142400e+001	5.919000e+000	6.400997e-005	-6.261347e+001
4.151700e+001	6.012000e+000	6.396544e-005	-6.271133e+001
4.161100e+001	6.106000e+000	6.375665e-005	-6.265039e+001
4.170400e+001	6.199000e+000	6.374407e-005	-6.266850e+001
4.179800e+001	6.293000e+000	6.356801e-005	-6.266115e+001
4.190700e+001	6.402000e+000	6.351637e-005	-6.253066e+001
4.201600e+001	6.511000e+000	6.351315e-005	-6.260748e+001
4.211000e+001	6.605000e+000	6.339492e-005	-6.257677e+001
4.221900e+001	6.714000e+000	6.315890e-005	-6.250130e+001
4.231300e+001	6.808000e+000	6.318629e-005	-6.243427e+001
4.242200e+001	6.917000e+000	6.303111e-005	-6.255569e+001
4.253100e+001	7.026000e+000	6.303114e-005	-6.245636e+001
4.262500e+001	7.120000e+000	6.293591e-005	-6.247882e+001
4.271900e+001	7.214000e+000	6.283705e-005	-6.246380e+001
4.281200e+001	7.307000e+000	6.265267e-005	-6.231668e+001
4.292100e+001	7.416000e+000	6.265010e-005	-6.235057e+001
4.303100e+001	7.526000e+000	6.260061e-005	-6.227288e+001
4.310700e+001	7.602000e+000	6.254151e-005	-6.225479e+001
