TimeAll	TimeExperiment	R	Theta
1.484630e+002	8.499980e-002	6.668687e-005	-6.043521e+001
1.485900e+002	2.119999e-001	6.668895e-005	-6.056220e+001
1.486990e+002	3.209999e-001	6.680182e-005	-6.057782e+001
1.487930e+002	4.150000e-001	6.667109e-005	-6.068436e+001
1.489020e+002	5.239999e-001	6.673754e-005	-6.043919e+001
1.490110e+002	6.329999e-001	6.678238e-005	-6.060682e+001
1.491210e+002	7.429998e-001	6.674478e-005	-6.053470e+001
1.492300e+002	8.520000e-001	6.675279e-005	-6.062914e+001
1.493230e+002	9.449999e-001	6.673327e-005	-6.060574e+001
1.494170e+002	1.039000e+000	6.664592e-005	-6.071289e+001
1.495260e+002	1.148000e+000	6.669357e-005	-6.057550e+001
1.496350e+002	1.257000e+000	6.668923e-005	-6.065876e+001
1.497450e+002	1.367000e+000	6.667788e-005	-6.061693e+001
1.498540e+002	1.476000e+000	6.662295e-005	-6.076070e+001
1.499630e+002	1.585000e+000	6.667100e-005	-6.070711e+001
1.500570e+002	1.679000e+000	6.660647e-005	-6.070805e+001
1.501500e+002	1.772000e+000	6.658077e-005	-6.080959e+001
1.502440e+002	1.866000e+000	6.661945e-005	-6.070964e+001
1.503370e+002	1.959000e+000	6.652551e-005	-6.072478e+001
1.504310e+002	2.053000e+000	6.666894e-005	-6.087107e+001
1.505400e+002	2.162000e+000	6.659554e-005	-6.077062e+001
1.506490e+002	2.271000e+000	6.650853e-005	-6.078758e+001
1.507590e+002	2.381000e+000	6.662693e-005	-6.084161e+001
1.508680e+002	2.490000e+000	6.659234e-005	-6.091595e+001
1.509770e+002	2.599000e+000	6.654421e-005	-6.080030e+001
1.510710e+002	2.693000e+000	6.658558e-005	-6.085961e+001
1.511640e+002	2.786000e+000	6.659068e-005	-6.093178e+001
1.512730e+002	2.895000e+000	6.653972e-005	-6.093243e+001
1.513670e+002	2.989000e+000	6.646528e-005	-6.104572e+001
1.514610e+002	3.083000e+000	6.649947e-005	-6.096288e+001
1.515540e+002	3.176000e+000	6.660296e-005	-6.085030e+001
1.516480e+002	3.270000e+000	6.653529e-005	-6.101439e+001
1.517570e+002	3.379000e+000	6.658540e-005	-6.095341e+001
1.518510e+002	3.473000e+000	6.664779e-005	-6.106179e+001
1.519440e+002	3.566000e+000	6.659330e-005	-6.100010e+001
1.520530e+002	3.675000e+000	6.652226e-005	-6.107999e+001
1.521630e+002	3.785000e+000	6.648930e-005	-6.100757e+001
1.522720e+002	3.894000e+000	6.647512e-005	-6.106921e+001
1.523810e+002	4.003000e+000	6.639909e-005	-6.108800e+001
1.524750e+002	4.097000e+000	6.650100e-005	-6.105900e+001
1.525680e+002	4.190000e+000	6.642671e-005	-6.114783e+001
1.526770e+002	4.299000e+000	6.642627e-005	-6.104353e+001
1.527870e+002	4.409000e+000	6.640413e-005	-6.115423e+001
1.528960e+002	4.518000e+000	6.642146e-005	-6.109850e+001
1.529890e+002	4.611000e+000	6.651162e-005	-6.119308e+001
1.530990e+002	4.721000e+000	6.640280e-005	-6.121907e+001
1.532080e+002	4.830000e+000	6.632622e-005	-6.123259e+001
1.533170e+002	4.939000e+000	6.638814e-005	-6.125497e+001
1.534110e+002	5.033000e+000	6.641251e-005	-6.127055e+001
